playerId,skaterFullName,teamAbbrevs,positionCode,gamesPlayed,goals,assists,points,birthCity,birthCountryCode,birthDate,birthStateProvinceCode,draftOverall,draftRound,draftYear,firstSeasonForGameType,height,isInHallOfFameYn,lastName,nationalityCode,shootsCatches,weight
8467875,Daniel Sedin,VAN,L,82,41,63,104,Ornskoldsvik,SWE,1980-09-26,,2.0,1.0,1999.0,20002001,73,Y,Sedin,SWE,L,190
8466378,Martin St. Louis,TBL,R,82,31,68,99,Laval,CAN,1975-06-18,QC,,,,19981999,68,Y,St. Louis,CAN,L,180
8470621,Corey Perry,ANA,R,82,50,48,98,Peterborough,CAN,1985-05-16,ON,28.0,1.0,2003.0,20052006,75,N,Perry,CAN,R,210
8467876,Henrik Sedin,VAN,C,82,19,75,94,Ornskoldsvik,SWE,1980-09-26,,3.0,1.0,1999.0,20002001,74,Y,Sedin,SWE,L,183
8474564,Steven Stamkos,TBL,C,82,45,46,91,Markham,CAN,1990-02-07,ON,1.0,1.0,2008.0,20082009,73,N,Stamkos,CAN,R,193
8462042,Jarome Iginla,CGY,R,82,43,43,86,Edmonton,CAN,1977-07-01,AB,11.0,1.0,1995.0,19961997,73,Y,Iginla,CAN,R,210
8471214,Alex Ovechkin,WSH,L,79,32,53,85,Moscow,RUS,1985-09-17,,1.0,1.0,2004.0,20052006,75,N,Ovechkin,RUS,R,238
8457981,Teemu Selanne,ANA,R,73,31,49,80,Helsinki,FIN,1970-07-03,,10.0,1.0,1988.0,19921993,72,Y,Selanne,FIN,R,209
8468083,Henrik Zetterberg,DET,C,80,24,56,80,Njurunda,SWE,1980-10-09,,210.0,7.0,1999.0,20022003,72,N,Zetterberg,SWE,L,197
8467389,Brad Richards,DAL,C,72,28,49,77,Murray Harbour,CAN,1980-05-02,PE,64.0,3.0,1998.0,20002001,72,N,Richards,CAN,L,199
8470595,Eric Staal,CAR,C,81,33,43,76,Thunder Bay,CAN,1984-10-29,ON,2.0,1.0,2003.0,20032004,76,N,Staal,CAN,L,195
8473604,Jonathan Toews,CHI,C,80,32,44,76,Winnipeg,CAN,1988-04-29,MB,3.0,1.0,2006.0,20072008,74,N,Toews,CAN,L,201
8473512,Claude Giroux,PHI,R,82,25,51,76,Hearst,CAN,1988-01-12,ON,22.0,1.0,2006.0,20072008,71,N,Giroux,CAN,R,186
8470612,Ryan Getzlaf,ANA,C,67,19,57,76,Regina,CAN,1985-05-10,SK,19.0,1.0,2003.0,20052006,76,N,Getzlaf,CAN,R,220
8470616,Ryan Kesler,VAN,C,82,41,32,73,Livonia,USA,1984-08-31,MI,23.0,1.0,2003.0,20032004,74,N,Kesler,USA,R,206
8466139,Patrick Marleau,SJS,C,82,37,36,73,Aneroid,CAN,1979-09-15,SK,2.0,1.0,1997.0,19971998,74,N,Marleau,CAN,L,215
8470598,Thomas Vanek,BUF,L,80,32,41,73,Vienna,AUT,1984-01-19,,5.0,1.0,2003.0,20052006,74,N,Vanek,AUT,R,214
8470626,Loui Eriksson,DAL,L,79,27,46,73,Gothenburg,SWE,1985-07-17,,33.0,2.0,2003.0,20062007,74,N,Eriksson,SWE,L,179
8474141,Patrick Kane,CHI,R,73,27,46,73,Buffalo,USA,1988-11-19,NY,1.0,1.0,2007.0,20072008,70,N,Kane,USA,L,176
8471685,Anze Kopitar,LAK,C,75,25,48,73,Jesenice,SVN,1987-08-24,,11.0,1.0,2005.0,20062007,75,N,Kopitar,SVN,L,225
8469544,Patrick Sharp,CHI,L,74,34,37,71,Winnipeg,CAN,1981-12-27,MB,95.0,3.0,2001.0,20022003,73,N,Sharp,CAN,R,200
8471676,Bobby Ryan,ANA,R,82,34,37,71,Cherry Hill,USA,1987-03-17,NJ,2.0,1.0,2005.0,20072008,74,N,Ryan,USA,R,208
8467371,Mike Ribeiro,DAL,C,82,19,52,71,Montréal,CAN,1980-02-10,QC,45.0,2.0,1998.0,19992000,72,N,Ribeiro,CAN,L,179
8466138,Joe Thornton,SJS,C,80,21,49,70,London,CAN,1979-07-02,ON,1.0,1.0,1997.0,19971998,76,Y,Thornton,CAN,L,220
8467338,Alex Tanguay,CGY,L,79,22,47,69,Ste-Justine,CAN,1979-11-21,QC,12.0,1.0,1998.0,19992000,73,N,Tanguay,CAN,L,194
8464975,Daniel Brière,PHI,C,77,34,34,68,Gatineau,CAN,1977-10-06,QC,24.0,1.0,1996.0,19971998,69,N,Brière,CAN,R,174
8468598,Lubomir Visnovsky,ANA,D,81,18,50,68,Topolcany,SVK,1976-08-11,,118.0,4.0,2000.0,20002001,70,N,Visnovsky,SVK,L,192
8475166,John Tavares,NYI,C,79,29,38,67,Mississauga,CAN,1990-09-20,ON,1.0,1.0,2009.0,20092010,73,N,Tavares,CAN,L,217
8475168,Matt Duchene,COL,C,80,27,40,67,Haliburton,CAN,1991-01-16,ON,3.0,1.0,2009.0,20092010,71,N,Duchene,CAN,L,211
8470604,Jeff Carter,PHI,C,80,36,30,66,London,CAN,1985-01-01,ON,11.0,1.0,2003.0,20052006,75,N,Carter,CAN,R,219
8470041,Rick Nash,CBJ,L,75,32,34,66,Brampton,CAN,1984-06-16,ON,1.0,1.0,2002.0,20022003,76,N,Nash,CAN,L,211
8471675,Sidney Crosby,PIT,C,41,32,34,66,Cole Harbour,CAN,1987-08-07,NS,1.0,1.0,2005.0,20052006,71,N,Crosby,CAN,L,200
8470617,Mike Richards,PHI,C,81,23,43,66,Kenora,CAN,1985-02-11,ON,24.0,1.0,2003.0,20052006,71,N,Richards,CAN,L,196
8470794,Joe Pavelski,SJS,C,74,20,46,66,Plover,USA,1984-07-11,WI,205.0,7.0,2003.0,20062007,73,N,Pavelski,USA,R,196
8473563,Nicklas Backstrom,WSH,C,77,18,47,65,Gavle,SWE,1987-11-23,,4.0,1.0,2006.0,20072008,73,N,Backstrom,SWE,L,202
8473548,Phil Kessel,TOR,R,82,32,32,64,Madison,USA,1987-10-02,WI,5.0,1.0,2006.0,20062007,71,N,Kessel,USA,R,208
8468482,Dany Heatley,SJS,L,80,26,38,64,Freiburg,DEU,1981-01-21,,2.0,1.0,2000.0,20012002,75,N,Heatley,CAN,L,212
8475784,Jeff Skinner,CAR,L,82,31,32,63,Toronto,CAN,1992-05-16,ON,7.0,1.0,2010.0,20102011,71,N,Skinner,CAN,L,200
8470655,David Backes,STL,R,82,31,31,62,Minneapolis,USA,1984-05-01,MN,62.0,2.0,2003.0,20062007,75,N,Backes,USA,R,215
8473473,Milan Lucic,BOS,L,79,30,32,62,Vancouver,CAN,1988-06-07,BC,50.0,2.0,2006.0,20072008,75,N,Lucic,CAN,L,236
8469622,Ryane Clowe,SJS,L,75,24,38,62,St. John's,CAN,1982-09-30,NL,175.0,6.0,2001.0,20052006,75,N,Clowe,CAN,L,225
8467899,Martin Havlat,MIN,R,78,22,40,62,Mlada Boleslav,CZE,1981-04-19,,26.0,1.0,1999.0,20002001,74,N,Havlat,CZE,L,210
8460542,Patrik Elias,NJD,C,81,21,41,62,Trebic,CZE,1976-04-13,,51.0,2.0,1994.0,19951996,73,N,Elias,CZE,L,190
8470667,Clarke MacArthur,TOR,L,82,21,41,62,Lloydminster,CAN,1985-04-06,AB,74.0,3.0,2003.0,20062007,72,N,MacArthur,CAN,L,192
8469459,Mikko Koivu,MIN,C,71,17,45,62,Turku,FIN,1983-03-12,,6.0,1.0,2001.0,20052006,75,N,Koivu,FIN,L,213
8457063,Nicklas Lidstrom,DET,D,82,16,46,62,Vasteras,SWE,1970-04-28,,53.0,3.0,1989.0,19911992,73,Y,Lidstrom,SWE,L,192
8471276,David Krejci,BOS,C,75,13,49,62,Sternberk,CZE,1986-04-28,,63.0,2.0,2004.0,20062007,72,N,Krejci,CZE,R,192
