playerId,skaterFullName,teamAbbrevs,positionCode,gamesPlayed,goals,assists,points,birthCity,birthCountryCode,birthDate,birthStateProvinceCode,draftOverall,draftRound,draftYear,firstSeasonForGameType,height,isInHallOfFameYn,lastName,nationalityCode,shootsCatches,weight
8478402,Connor McDavid,EDM,C,80,44,79,123,Richmond Hill,CAN,1997-01-13,ON,1.0,1.0,2015.0,20152016,73,N,McDavid,CAN,L,194
8476346,Johnny Gaudreau,CGY,L,82,40,75,115,Salem,USA,1993-08-13,NJ,104.0,4.0,2011.0,20132014,69,N,Gaudreau,USA,L,163
8476456,Jonathan Huberdeau,FLA,L,80,30,85,115,Saint-Jerome,CAN,1993-06-04,QC,3.0,1.0,2011.0,20122013,73,N,Huberdeau,CAN,L,200
8477934,Leon Draisaitl,EDM,C,80,55,55,110,Cologne,DEU,1995-10-27,,3.0,1.0,2014.0,20142015,74,N,Draisaitl,DEU,L,209
8478864,Kirill Kaprizov,MIN,L,81,47,61,108,Novokuznetsk,RUS,1997-04-26,,135.0,5.0,2015.0,20202021,70,N,Kaprizov,RUS,L,202
8479318,Auston Matthews,TOR,C,73,60,46,106,San Ramon,USA,1997-09-17,CA,1.0,1.0,2016.0,20162017,75,N,Matthews,USA,L,215
8474564,Steven Stamkos,TBL,C,81,42,64,106,Markham,CAN,1990-02-07,ON,1.0,1.0,2008.0,20082009,73,N,Stamkos,CAN,R,193
8479314,Matthew Tkachuk,CGY,L,82,42,62,104,Scottsdale,USA,1997-12-11,AZ,6.0,1.0,2016.0,20162017,74,N,Tkachuk,USA,L,202
8476468,J.T. Miller,VAN,C,80,32,67,99,East Palestine,USA,1993-03-14,OH,15.0,1.0,2011.0,20122013,72,N,Miller,USA,L,211
8478483,Mitch Marner,TOR,R,72,35,62,97,Markham,CAN,1997-05-05,ON,4.0,1.0,2015.0,20162017,72,N,Marner,CAN,R,180
8474600,Roman Josi,NSH,D,80,23,73,96,Bern,CHE,1990-06-01,,38.0,2.0,2008.0,20112012,73,N,Josi,CHE,L,201
8478550,Artemi Panarin,NYR,L,75,22,74,96,Korkino,RUS,1991-10-30,,,,,20152016,72,N,Panarin,RUS,R,176
8478398,Kyle Connor,WPG,L,79,47,46,93,Shelby Township,USA,1996-12-09,MI,17.0,1.0,2015.0,20162017,73,N,Connor,USA,L,183
8478420,Mikko Rantanen,COL,R,75,36,56,92,Nousiainen,FIN,1996-10-29,,10.0,1.0,2015.0,20152016,76,N,Rantanen,FIN,L,228
8474141,Patrick Kane,CHI,R,78,26,66,92,Buffalo,USA,1988-11-19,NY,1.0,1.0,2007.0,20072008,70,N,Kane,USA,L,176
8471214,Alex Ovechkin,WSH,L,77,50,40,90,Moscow,RUS,1985-09-17,,1.0,1.0,2004.0,20052006,75,N,Ovechkin,RUS,R,238
8477493,Aleksander Barkov,FLA,C,67,39,49,88,Tampere,FIN,1995-09-02,,2.0,1.0,2013.0,20132014,75,N,Barkov,FIN,L,214
8477492,Nathan MacKinnon,COL,C,65,32,56,88,Halifax,CAN,1995-09-01,NS,1.0,1.0,2013.0,20132014,72,N,MacKinnon,CAN,R,200
8475172,Nazem Kadri,COL,C,71,28,59,87,London,CAN,1990-10-06,ON,7.0,1.0,2009.0,20092010,72,N,Kadri,CAN,L,185
8475168,Matt Duchene,NSH,C,78,43,43,86,Haliburton,CAN,1991-01-16,ON,3.0,1.0,2009.0,20092010,71,N,Duchene,CAN,L,211
8480069,Cale Makar,COL,D,77,28,58,86,Calgary,CAN,1998-10-30,AB,4.0,1.0,2017.0,20192020,72,N,Makar,CAN,R,187
8477942,Kevin Fiala,MIN,L,82,33,52,85,St. Gallen,CHE,1996-07-22,,11.0,1.0,2014.0,20142015,72,N,Fiala,CHE,L,205
8475167,Victor Hedman,TBL,D,82,20,65,85,Ornskoldsvik,SWE,1990-12-18,,2.0,1.0,2009.0,20092010,79,N,Hedman,SWE,L,244
8476887,Filip Forsberg,NSH,L,69,42,42,84,Ostervala,SWE,1994-08-13,,11.0,1.0,2012.0,20122013,73,N,Forsberg,SWE,R,205
8477404,Jake Guentzel,PIT,C,76,40,44,84,Omaha,USA,1994-10-06,NE,77.0,3.0,2013.0,20162017,71,N,Guentzel,USA,L,176
8471675,Sidney Crosby,PIT,C,69,31,53,84,Cole Harbour,CAN,1987-08-07,NS,1.0,1.0,2005.0,20052006,71,N,Crosby,CAN,L,200
8477496,Elias Lindholm,CGY,C,82,42,40,82,Boden,SWE,1994-12-02,,5.0,1.0,2013.0,20132014,73,N,Lindholm,SWE,R,200
8475765,Vladimir Tarasenko,STL,R,75,34,48,82,Yaroslavl,RUS,1991-12-13,,16.0,1.0,2010.0,20122013,73,N,Tarasenko,RUS,L,219
8477933,Sam Reinhart,FLA,C,78,33,49,82,West Vancouver,CAN,1995-11-06,BC,2.0,1.0,2014.0,20142015,73,N,Reinhart,CAN,R,196
8478427,Sebastian Aho,CAR,C,79,37,44,81,Rauma,FIN,1997-07-26,,35.0,2.0,2015.0,20162017,72,N,Aho,FIN,L,189
