playerId,skaterFullName,teamAbbrevs,positionCode,gamesPlayed,goals,assists,points,birthCity,birthCountryCode,birthDate,birthStateProvinceCode,draftOverall,draftRound,draftYear,firstSeasonForGameType,height,isInHallOfFameYn,lastName,nationalityCode,shootsCatches,weight
8467876,Henrik Sedin,VAN,C,82,29,83,112,Ornskoldsvik,SWE,1980-09-26,,3.0,1.0,1999.0,20002001,74,Y,Sedin,SWE,L,183
8471675,Sidney Crosby,PIT,C,81,51,58,109,Cole Harbour,CAN,1987-08-07,NS,1.0,1.0,2005.0,20052006,71,N,Crosby,CAN,L,200
8471214,Alex Ovechkin,WSH,L,72,50,59,109,Moscow,RUS,1985-09-17,,1.0,1.0,2004.0,20052006,75,N,Ovechkin,RUS,R,238
8473563,Nicklas Backstrom,WSH,C,82,33,68,101,Gavle,SWE,1987-11-23,,4.0,1.0,2006.0,20072008,73,N,Backstrom,SWE,L,202
8474564,Steven Stamkos,TBL,C,82,51,44,95,Markham,CAN,1990-02-07,ON,1.0,1.0,2008.0,20082009,73,N,Stamkos,CAN,R,193
8466378,Martin St. Louis,TBL,R,82,29,65,94,Laval,CAN,1975-06-18,QC,,,,19981999,68,Y,St. Louis,CAN,L,180
8467389,Brad Richards,DAL,C,80,24,67,91,Murray Harbour,CAN,1980-05-02,PE,64.0,3.0,1998.0,20002001,72,N,Richards,CAN,L,199
8466138,Joe Thornton,SJS,C,79,20,69,89,London,CAN,1979-07-02,ON,1.0,1.0,1997.0,19971998,76,Y,Thornton,CAN,L,220
8474141,Patrick Kane,CHI,R,82,30,58,88,Buffalo,USA,1988-11-19,NY,1.0,1.0,2007.0,20072008,70,N,Kane,USA,L,176
8468483,Marian Gaborik,NYR,R,76,42,44,86,Trencin,SVK,1982-02-14,,3.0,1.0,2000.0,20002001,73,N,Gaborik,SVK,L,200
8469454,Ilya Kovalchuk,"ATL,NJD",L,76,41,44,85,Tver,RUS,1983-04-15,,1.0,1.0,2001.0,20012002,75,N,Kovalchuk,RUS,R,222
8467875,Daniel Sedin,VAN,L,63,29,56,85,Ornskoldsvik,SWE,1980-09-26,,2.0,1.0,1999.0,20002001,73,Y,Sedin,SWE,L,190
8470120,Alexander Semin,WSH,R,73,40,44,84,Krasnojarsk,RUS,1984-03-03,,13.0,1.0,2002.0,20032004,74,N,Semin,RUS,R,211
8466139,Patrick Marleau,SJS,C,82,44,39,83,Aneroid,CAN,1979-09-15,SK,2.0,1.0,1997.0,19971998,74,N,Marleau,CAN,L,215
8468482,Dany Heatley,SJS,L,82,39,43,82,Freiburg,DEU,1981-01-21,,2.0,1.0,2000.0,20012002,75,N,Heatley,CAN,L,212
8470610,Zach Parise,NJD,L,81,38,44,82,Minneapolis,USA,1984-07-28,MN,17.0,1.0,2003.0,20052006,71,N,Parise,USA,L,195
8471685,Anze Kopitar,LAK,C,82,34,47,81,Jesenice,SVN,1987-08-24,,11.0,1.0,2005.0,20062007,75,N,Kopitar,SVN,L,225
8471669,Paul Stastny,COL,C,81,20,59,79,Quebec City,CAN,1985-12-27,QC,44.0,2.0,2005.0,20062007,72,N,Stastny,USA,L,193
8471215,Evgeni Malkin,PIT,C,67,28,49,77,Magnitogorsk,RUS,1986-07-31,,2.0,1.0,2004.0,20062007,77,N,Malkin,RUS,L,213
8470621,Corey Perry,ANA,R,82,27,49,76,Peterborough,CAN,1985-05-16,ON,28.0,1.0,2003.0,20052006,75,N,Perry,CAN,R,210
8471242,Mike Green,WSH,D,75,19,57,76,Calgary,CAN,1985-10-12,AB,29.0,1.0,2004.0,20052006,73,N,Green,CAN,R,210
8470616,Ryan Kesler,VAN,C,82,25,50,75,Livonia,USA,1984-08-31,MI,23.0,1.0,2003.0,20032004,74,N,Kesler,USA,R,206
8470626,Loui Eriksson,DAL,L,82,29,42,71,Gothenburg,SWE,1985-07-17,,33.0,2.0,2003.0,20062007,74,N,Eriksson,SWE,L,179
8469459,Mikko Koivu,MIN,C,80,22,49,71,Turku,FIN,1983-03-12,,6.0,1.0,2001.0,20052006,75,N,Koivu,FIN,L,213
8460621,Daniel Alfredsson,OTT,R,70,20,51,71,Gothenburg,SWE,1972-12-11,,133.0,6.0,1994.0,19951996,71,Y,Alfredsson,SWE,R,203
8470595,Eric Staal,CAR,C,70,29,41,70,Thunder Bay,CAN,1984-10-29,ON,2.0,1.0,2003.0,20032004,76,N,Staal,CAN,L,195
8467514,Pavel Datsyuk,DET,C,80,27,43,70,Sverdlovsk,RUS,1978-07-20,,171.0,6.0,1998.0,20012002,71,Y,Datsyuk,RUS,L,194
8469521,Tomas Plekanec,MTL,C,82,25,45,70,Kladno,CZE,1982-10-31,,71.0,3.0,2001.0,20032004,71,N,Plekanec,CZE,L,190
8467329,Vincent Lecavalier,TBL,C,82,24,46,70,Ile Bizard,CAN,1980-04-21,QC,1.0,1.0,1998.0,19981999,76,N,Lecavalier,CAN,L,215
8468083,Henrik Zetterberg,DET,C,74,23,47,70,Njurunda,SWE,1980-10-09,,210.0,7.0,1999.0,20022003,72,N,Zetterberg,SWE,L,197
8462042,Jarome Iginla,CGY,R,82,32,37,69,Edmonton,CAN,1977-07-01,AB,11.0,1.0,1995.0,19961997,73,Y,Iginla,CAN,R,210
8469485,Derek Roy,BUF,C,80,26,43,69,Ottawa,CAN,1983-05-04,ON,32.0,2.0,2001.0,20032004,69,N,Roy,CAN,L,184
8470612,Ryan Getzlaf,ANA,C,66,19,50,69,Regina,CAN,1985-05-10,SK,19.0,1.0,2003.0,20052006,76,N,Getzlaf,CAN,R,220
8470281,Duncan Keith,CHI,D,82,14,55,69,Winnipeg,CAN,1983-07-16,MB,54.0,2.0,2002.0,20052006,73,Y,Keith,CAN,L,192
8473604,Jonathan Toews,CHI,C,76,25,43,68,Winnipeg,CAN,1988-04-29,MB,3.0,1.0,2006.0,20072008,74,N,Toews,CAN,L,201
8470358,Alexandre Burrows,VAN,R,82,35,32,67,Pincourt,CAN,1981-04-11,QC,,,,20052006,73,N,Burrows,CAN,L,197
8470041,Rick Nash,CBJ,L,76,33,34,67,Brampton,CAN,1984-06-16,ON,1.0,1.0,2002.0,20022003,76,N,Nash,CAN,L,211
8471233,Travis Zajac,NJD,C,82,25,42,67,Winnipeg,CAN,1985-05-13,MB,20.0,1.0,2004.0,20062007,74,N,Zajac,CAN,R,185
8467353,Nik Antropov,ATL,C,76,24,43,67,Ust-Kamenogorsk,KAZ,1980-02-18,,10.0,1.0,1998.0,19992000,78,N,Antropov,KAZ,L,245
8469544,Patrick Sharp,CHI,L,82,25,41,66,Winnipeg,CAN,1981-12-27,MB,95.0,3.0,2001.0,20022003,73,N,Sharp,CAN,R,200
8469638,Jussi Jokinen,CAR,L,81,30,35,65,Kalajoki,FIN,1983-04-01,,192.0,6.0,2001.0,20052006,72,N,Jokinen,FIN,L,191
8468535,Antoine Vermette,CBJ,C,82,27,38,65,St. Agapit,CAN,1982-07-20,QC,55.0,2.0,2000.0,20032004,73,N,Vermette,CAN,L,197
8471234,Wojtek Wolski,"COL,PHX",L,80,23,42,65,Zabrze,POL,1986-02-24,,21.0,1.0,2004.0,20052006,75,N,Wolski,POL,L,215
8467878,Tim Connolly,BUF,C,73,17,48,65,Syracuse,USA,1981-05-07,NY,5.0,1.0,1999.0,19992000,73,N,Connolly,USA,R,190
8471676,Bobby Ryan,ANA,R,81,35,29,64,Cherry Hill,USA,1987-03-17,NJ,2.0,1.0,2005.0,20072008,74,N,Ryan,USA,R,208
8473485,Chris Stewart,COL,R,77,28,36,64,Toronto,CAN,1987-10-30,ON,18.0,1.0,2006.0,20082009,74,N,Stewart,CAN,R,242
8471208,Dustin Penner,EDM,L,82,32,31,63,Winkler,CAN,1982-09-28,MB,,,,20052006,76,N,Penner,CAN,L,247
8466181,Kristian Huselius,CBJ,L,74,23,40,63,Osterhaninge,SWE,1978-11-10,,47.0,2.0,1997.0,20012002,74,N,Huselius,SWE,L,184
8470617,Mike Richards,PHI,C,82,31,31,62,Kenora,CAN,1985-02-11,ON,24.0,1.0,2003.0,20052006,71,N,Richards,CAN,L,196
8469506,Jason Pominville,BUF,R,82,24,38,62,Repentigny,CAN,1982-11-30,QC,55.0,2.0,2001.0,20032004,71,N,Pominville,CAN,R,180
8470604,Jeff Carter,PHI,C,74,33,28,61,London,CAN,1985-01-01,ON,11.0,1.0,2003.0,20052006,75,N,Carter,CAN,R,219
8459596,Andrew Brunette,MIN,L,82,25,36,61,Sudbury,CAN,1973-08-24,ON,174.0,7.0,1993.0,19951996,73,N,Brunette,CAN,L,215
8466202,Maxim Afinogenov,ATL,R,82,24,37,61,Moscow,RUS,1979-09-04,,69.0,3.0,1997.0,19992000,72,N,Afinogenov,RUS,L,190
8459457,Jamie Langenbrunner,NJD,R,81,19,42,61,Cloquet,USA,1975-07-24,MN,35.0,2.0,1993.0,19941995,73,N,Langenbrunner,USA,R,205
8469457,Stephen Weiss,FLA,C,80,28,32,60,Toronto,CAN,1983-04-03,ON,4.0,1.0,2001.0,20012002,71,N,Weiss,CAN,L,190
8469639,Brooks Laich,WSH,C,78,25,34,59,Wawota,CAN,1983-06-23,SK,193.0,6.0,2001.0,20032004,74,N,Laich,CAN,L,200
8474563,Drew Doughty,LAK,D,82,16,43,59,London,CAN,1989-12-08,ON,2.0,1.0,2008.0,20082009,73,N,Doughty,CAN,R,210
8467351,Scott Gomez,MTL,C,78,12,47,59,Anchorage,USA,1979-12-23,AK,27.0,1.0,1998.0,19992000,71,N,Gomez,USA,L,200
8471504,Rene Bourque,CGY,R,73,27,31,58,Lac La Biche,CAN,1981-12-10,AB,,,,20052006,74,N,Bourque,CAN,L,217
8458537,Ray Whitney,CAR,L,80,21,37,58,Fort Saskatchewan,CAN,1972-05-08,AB,23.0,2.0,1991.0,19911992,70,N,Whitney,CAN,R,180
8459492,Vinny Prospal,NYR,L,75,20,38,58,České Budějovice,CZE,1975-02-17,,71.0,3.0,1993.0,19961997,74,N,Prospal,CZE,L,191
8467096,Dan Boyle,SJS,D,76,15,43,58,Ottawa,CAN,1976-07-12,ON,,,,19981999,71,N,Boyle,CAN,R,194
8468434,Andy McDonald,STL,C,79,24,33,57,Strathroy,CAN,1977-08-25,ON,,,,20002001,70,N,McDonald,CAN,L,175
8469455,Jason Spezza,OTT,C,60,23,34,57,Toronto,CAN,1983-06-13,ON,2.0,1.0,2001.0,20022003,75,N,Spezza,CAN,R,219
8470596,Nathan Horton,FLA,R,65,20,37,57,Welland,CAN,1985-05-29,ON,3.0,1.0,2003.0,20032004,74,N,Horton,CAN,R,229
