playerId,skaterFullName,teamAbbrevs,positionCode,gamesPlayed,goals,assists,points,birthCity,birthCountryCode,birthDate,birthStateProvinceCode,draftOverall,draftRound,draftYear,firstSeasonForGameType,height,isInHallOfFameYn,lastName,nationalityCode,shootsCatches,weight
8476453,Nikita Kucherov,TBL,R,81,44,100,144,Maykop,RUS,1993-06-17,,58.0,2.0,2011.0,20132014,72,N,Kucherov,RUS,L,173
8477492,Nathan MacKinnon,COL,C,82,51,89,140,Halifax,CAN,1995-09-01,NS,1.0,1.0,2013.0,20132014,72,N,MacKinnon,CAN,R,200
8478402,Connor McDavid,EDM,C,76,32,100,132,Richmond Hill,CAN,1997-01-13,ON,1.0,1.0,2015.0,20152016,73,N,McDavid,CAN,L,194
8478550,Artemi Panarin,NYR,L,82,49,71,120,Korkino,RUS,1991-10-30,,,,,20152016,72,N,Panarin,RUS,R,176
8477956,David Pastrnak,BOS,R,82,47,63,110,Havirov,CZE,1996-05-25,,25.0,1.0,2014.0,20142015,72,N,Pastrnak,CZE,R,199
8479318,Auston Matthews,TOR,C,81,69,38,107,San Ramon,USA,1997-09-17,CA,1.0,1.0,2016.0,20162017,75,N,Matthews,USA,L,215
8477934,Leon Draisaitl,EDM,C,81,41,65,106,Cologne,DEU,1995-10-27,,3.0,1.0,2014.0,20142015,74,N,Draisaitl,DEU,L,209
8478420,Mikko Rantanen,COL,R,80,42,62,104,Nousiainen,FIN,1996-10-29,,10.0,1.0,2015.0,20152016,76,N,Rantanen,FIN,L,228
8476468,J.T. Miller,VAN,C,81,37,66,103,East Palestine,USA,1993-03-14,OH,15.0,1.0,2011.0,20122013,72,N,Miller,USA,L,211
8477939,William Nylander,TOR,R,82,40,58,98,Calgary,CAN,1996-05-01,AB,8.0,1.0,2014.0,20152016,72,N,Nylander,SWE,R,200
8478864,Kirill Kaprizov,MIN,L,75,46,50,96,Novokuznetsk,RUS,1997-04-26,,135.0,5.0,2015.0,20202021,70,N,Kaprizov,RUS,L,202
8477933,Sam Reinhart,FLA,C,82,57,37,94,West Vancouver,CAN,1995-11-06,BC,2.0,1.0,2014.0,20142015,73,N,Reinhart,CAN,R,196
8476887,Filip Forsberg,NSH,L,82,48,46,94,Ostervala,SWE,1994-08-13,,11.0,1.0,2012.0,20122013,73,N,Forsberg,SWE,R,205
8471675,Sidney Crosby,PIT,C,82,42,52,94,Cole Harbour,CAN,1987-08-07,NS,1.0,1.0,2005.0,20052006,71,N,Crosby,CAN,L,200
8480800,Quinn Hughes,VAN,D,82,17,75,92,Orlando,USA,1999-10-14,FL,7.0,1.0,2018.0,20182019,70,N,Hughes,USA,L,180
8478010,Brayden Point,TBL,C,81,46,44,90,Calgary,CAN,1996-03-13,AB,79.0,3.0,2014.0,20162017,71,N,Point,CAN,R,177
8480069,Cale Makar,COL,D,77,21,69,90,Calgary,CAN,1998-10-30,AB,4.0,1.0,2017.0,20192020,72,N,Makar,CAN,R,187
8478427,Sebastian Aho,CAR,C,78,36,53,89,Rauma,FIN,1997-07-26,,35.0,2.0,2015.0,20162017,72,N,Aho,FIN,L,189
8480012,Elias Pettersson,VAN,C,82,34,55,89,Sundsvall,SWE,1998-11-12,,5.0,1.0,2017.0,20182019,74,N,Pettersson,SWE,L,176
8479314,Matthew Tkachuk,FLA,L,80,26,62,88,Scottsdale,USA,1997-12-11,AZ,6.0,1.0,2016.0,20162017,74,N,Tkachuk,USA,L,202
8480023,Robert Thomas,STL,C,82,26,60,86,Aurora,CAN,1999-07-02,ON,20.0,1.0,2017.0,20182019,72,N,Thomas,CAN,R,207
8478483,Mitch Marner,TOR,R,69,26,59,85,Markham,CAN,1997-05-05,ON,4.0,1.0,2015.0,20162017,72,N,Marner,CAN,R,180
8474600,Roman Josi,NSH,D,82,23,62,85,Bern,CHE,1990-06-01,,38.0,2.0,2008.0,20112012,73,N,Josi,CHE,L,201
8479407,Jesper Bratt,NJD,L,82,27,56,83,Stockholm,SWE,1998-07-30,,162.0,6.0,2016.0,20172018,70,N,Bratt,SWE,L,175
8480803,Evan Bouchard,EDM,D,81,18,64,82,Oakville,CAN,1999-10-20,ON,10.0,1.0,2018.0,20182019,75,N,Bouchard,CAN,R,192
8474564,Steven Stamkos,TBL,C,79,40,41,81,Markham,CAN,1990-02-07,ON,1.0,1.0,2008.0,20082009,73,N,Stamkos,CAN,R,193
8480027,Jason Robertson,DAL,L,82,29,51,80,Arcadia,USA,1999-07-22,CA,39.0,2.0,2017.0,20192020,75,N,Robertson,USA,L,204
8477493,Aleksander Barkov,FLA,C,73,23,57,80,Tampere,FIN,1995-09-02,,2.0,1.0,2013.0,20132014,75,N,Barkov,FIN,L,214
8478445,Mathew Barzal,NYI,C,80,23,57,80,Coquitlam,CAN,1997-05-26,BC,16.0,1.0,2015.0,20162017,73,N,Barzal,CAN,R,186
8475786,Zach Hyman,EDM,L,80,54,23,77,Toronto,CAN,1992-06-09,ON,123.0,5.0,2010.0,20152016,73,N,Hyman,CAN,R,206
8480018,Nick Suzuki,MTL,C,82,33,44,77,London,CAN,1999-08-10,ON,13.0,1.0,2017.0,20192020,71,N,Suzuki,CAN,R,207
8477404,Jake Guentzel,"PIT,CAR",C,67,30,47,77,Omaha,USA,1994-10-06,NE,77.0,3.0,2013.0,20162017,71,N,Guentzel,USA,L,176
8476389,Vincent Trocheck,NYR,C,82,25,52,77,Pittsburgh,USA,1993-07-11,PA,64.0,3.0,2011.0,20132014,71,N,Trocheck,USA,R,187
8479343,Clayton Keller,ARI,R,78,33,43,76,Chesterfield,USA,1998-07-29,MO,7.0,1.0,2016.0,20162017,70,N,Keller,USA,L,175
8475167,Victor Hedman,TBL,D,78,13,63,76,Ornskoldsvik,SWE,1990-12-18,,2.0,1.0,2009.0,20092010,79,N,Hedman,SWE,L,244
8475184,Chris Kreider,NYR,L,82,39,36,75,Boxford,USA,1991-04-30,MA,19.0,1.0,2009.0,20122013,75,N,Kreider,USA,L,232
8475172,Nazem Kadri,CGY,C,82,29,46,75,London,CAN,1990-10-06,ON,7.0,1.0,2009.0,20092010,72,N,Kadri,CAN,L,185
8477960,Adrian Kempe,LAK,R,77,28,47,75,Kramfors,SWE,1996-09-13,,29.0,1.0,2014.0,20162017,74,N,Kempe,SWE,L,205
8479542,Brandon Hagel,TBL,L,82,26,49,75,Saskatoon,CAN,1998-08-27,SK,159.0,6.0,2016.0,20192020,74,N,Hagel,CAN,L,186
8474679,Gustav Nyquist,NSH,R,81,23,52,75,Halmstad,SWE,1989-09-01,,121.0,4.0,2008.0,20112012,71,N,Nyquist,SWE,L,180
8480801,Brady Tkachuk,OTT,L,81,37,37,74,Scottsdale,USA,1999-09-16,AZ,4.0,1.0,2018.0,20182019,76,N,Tkachuk,USA,L,226
8481559,Jack Hughes,NJD,C,62,27,47,74,Orlando,USA,2001-05-14,FL,1.0,1.0,2019.0,20192020,71,N,Hughes,USA,L,175
8478444,Brock Boeser,VAN,R,81,40,33,73,Burnsville,USA,1997-02-25,MN,23.0,1.0,2015.0,20162017,73,N,Boeser,USA,R,208
8477942,Kevin Fiala,LAK,L,82,29,44,73,St. Gallen,CHE,1996-07-22,,11.0,1.0,2014.0,20142015,72,N,Fiala,CHE,L,205
8479323,Adam Fox,NYR,D,72,17,56,73,Jericho,USA,1998-02-17,NY,66.0,3.0,2016.0,20192020,71,N,Fox,USA,R,185
8477409,Carter Verhaeghe,FLA,C,76,34,38,72,Toronto,CAN,1995-08-14,ON,82.0,3.0,2013.0,20192020,74,N,Verhaeghe,CAN,L,183
8482078,Lucas Raymond,DET,L,82,31,41,72,Gothenburg,SWE,2002-03-28,,4.0,1.0,2020.0,20212022,71,N,Raymond,SWE,R,186
8476459,Mika Zibanejad,NYR,C,81,26,46,72,Stockholm,SWE,1993-04-18,,6.0,1.0,2011.0,20112012,74,N,Zibanejad,SWE,R,208
8476460,Mark Scheifele,WPG,C,74,25,47,72,Kitchener,CAN,1993-03-15,ON,7.0,1.0,2011.0,20112012,75,N,Scheifele,CAN,R,207
8471685,Anze Kopitar,LAK,C,81,26,44,70,Jesenice,SVN,1987-08-24,,11.0,1.0,2005.0,20062007,75,N,Kopitar,SVN,L,225
8482116,Tim Stützle,OTT,C,75,18,52,70,Viersen,DEU,2002-01-15,,3.0,1.0,2020.0,20202021,72,N,Stützle,DEU,L,187
8480865,Noah Dobson,NYI,D,79,10,60,70,Summerside,CAN,2000-01-07,PE,12.0,1.0,2018.0,20192020,76,N,Dobson,CAN,R,200
8476539,Jonathan Marchessault,VGK,R,82,42,27,69,Cap-Rouge,CAN,1990-12-27,QC,,,,20122013,69,N,Marchessault,CAN,R,185
8475754,Brock Nelson,NYI,C,82,34,35,69,Warroad,USA,1991-10-15,MN,30.0,1.0,2010.0,20132014,76,N,Nelson,USA,L,205
8477946,Dylan Larkin,DET,C,68,33,36,69,Waterford,USA,1996-07-30,MI,15.0,1.0,2014.0,20152016,73,N,Larkin,USA,L,204
8481557,Matt Boldy,MIN,L,75,29,40,69,Milford,USA,2001-04-05,MA,12.0,1.0,2019.0,20212022,74,N,Boldy,USA,L,201
8475158,Ryan O'Reilly,NSH,C,82,26,43,69,Clinton,CAN,1991-02-07,ON,33.0,2.0,2009.0,20092010,73,N,O'Reilly,CAN,L,207
8477504,Josh Morrissey,WPG,D,81,10,59,69,Calgary,CAN,1995-03-28,AB,13.0,1.0,2013.0,20152016,72,N,Morrissey,CAN,L,195
8477500,Bo Horvat,NYI,C,81,33,35,68,London,CAN,1995-04-05,ON,9.0,1.0,2013.0,20142015,73,N,Horvat,CAN,L,225
