playerId,skaterFullName,teamAbbrevs,positionCode,gamesPlayed,goals,assists,points,birthCity,birthCountryCode,birthDate,birthStateProvinceCode,draftOverall,draftRound,draftYear,firstSeasonForGameType,height,isInHallOfFameYn,lastName,nationalityCode,shootsCatches,weight
8471214,Alex Ovechkin,WSH,L,82,65,47,112,Moscow,RUS,1985-09-17,,1.0,1.0,2004.0,20052006,75,N,Ovechkin,RUS,R,238
8471215,Evgeni Malkin,PIT,C,82,47,59,106,Magnitogorsk,RUS,1986-07-31,,2.0,1.0,2004.0,20062007,77,N,Malkin,RUS,L,213
8462042,Jarome Iginla,CGY,R,82,50,48,98,Edmonton,CAN,1977-07-01,AB,11.0,1.0,1995.0,19961997,73,Y,Iginla,CAN,R,210
8467514,Pavel Datsyuk,DET,C,82,31,66,97,Sverdlovsk,RUS,1978-07-20,,171.0,6.0,1998.0,20012002,71,Y,Datsyuk,RUS,L,194
8466138,Joe Thornton,SJS,C,82,29,67,96,London,CAN,1979-07-02,ON,1.0,1.0,1997.0,19971998,76,Y,Thornton,CAN,L,220
8468083,Henrik Zetterberg,DET,C,75,43,49,92,Njurunda,SWE,1980-10-09,,210.0,7.0,1999.0,20022003,72,N,Zetterberg,SWE,L,197
8467329,Vincent Lecavalier,TBL,C,81,40,52,92,Ile Bizard,CAN,1980-04-21,QC,1.0,1.0,1998.0,19981999,76,N,Lecavalier,CAN,L,215
8469455,Jason Spezza,OTT,C,76,34,58,92,Toronto,CAN,1983-06-13,ON,2.0,1.0,2001.0,20022003,75,N,Spezza,CAN,R,219
8460621,Daniel Alfredsson,OTT,R,70,40,49,89,Gothenburg,SWE,1972-12-11,,133.0,6.0,1994.0,19951996,71,Y,Alfredsson,SWE,R,203
8469454,Ilya Kovalchuk,ATL,L,79,52,35,87,Tver,RUS,1983-04-15,,1.0,1.0,2001.0,20012002,75,N,Kovalchuk,RUS,R,222
8458529,Alex Kovalev,MTL,R,82,35,49,84,Togliatti,RUS,1973-02-24,,15.0,1.0,1991.0,19921993,74,N,Kovalev,RUS,L,222
8468483,Marian Gaborik,MIN,R,77,42,41,83,Trencin,SVK,1982-02-14,,3.0,1.0,2000.0,20002001,73,N,Gaborik,SVK,L,200
8467371,Mike Ribeiro,DAL,C,76,27,56,83,Montréal,CAN,1980-02-10,QC,45.0,2.0,1998.0,19992000,72,N,Ribeiro,CAN,L,179
8466378,Martin St. Louis,TBL,R,82,25,58,83,Laval,CAN,1975-06-18,QC,,,,19981999,68,Y,St. Louis,CAN,L,180
8468482,Dany Heatley,OTT,L,71,41,41,82,Freiburg,DEU,1981-01-21,,2.0,1.0,2000.0,20012002,75,N,Heatley,CAN,L,212
8470595,Eric Staal,CAR,C,82,38,44,82,Thunder Bay,CAN,1984-10-29,ON,2.0,1.0,2003.0,20032004,76,N,Staal,CAN,L,195
8470612,Ryan Getzlaf,ANA,C,77,24,58,82,Regina,CAN,1985-05-10,SK,19.0,1.0,2003.0,20052006,76,N,Getzlaf,CAN,R,220
8469485,Derek Roy,BUF,C,78,32,49,81,Ottawa,CAN,1983-05-04,ON,32.0,2.0,2001.0,20032004,69,N,Roy,CAN,L,184
8469506,Jason Pominville,BUF,R,82,27,53,80,Repentigny,CAN,1982-11-30,QC,55.0,2.0,2001.0,20032004,71,N,Pominville,CAN,R,180
8451774,Mats Sundin,TOR,C,74,32,46,78,Bromma,SWE,1971-02-13,,1.0,1.0,1989.0,19901991,77,Y,Sundin,SWE,R,231
8462038,Shane Doan,PHX,R,80,28,50,78,Halkirk,CAN,1976-10-10,AB,7.0,1.0,1995.0,19951996,73,N,Doan,CAN,R,223
8462118,Marc Savard,BOS,C,74,15,63,78,Ottawa,CAN,1977-07-17,ON,91.0,4.0,1995.0,19971998,70,N,Savard,CAN,L,191
8471685,Anze Kopitar,LAK,C,82,32,45,77,Jesenice,SVN,1987-08-24,,11.0,1.0,2005.0,20062007,75,N,Kopitar,SVN,L,225
8467876,Henrik Sedin,VAN,C,82,15,61,76,Ornskoldsvik,SWE,1980-09-26,,3.0,1.0,1999.0,20002001,74,Y,Sedin,SWE,L,183
8470617,Mike Richards,PHI,C,73,28,47,75,Kenora,CAN,1985-02-11,ON,24.0,1.0,2003.0,20052006,71,N,Richards,CAN,L,196
8466160,Brenden Morrow,DAL,L,82,32,42,74,Carlyle,CAN,1979-01-16,SK,25.0,1.0,1997.0,19992000,71,N,Morrow,CAN,L,212
8467875,Daniel Sedin,VAN,L,82,29,45,74,Ornskoldsvik,SWE,1980-09-26,,2.0,1.0,1999.0,20002001,73,Y,Sedin,SWE,L,190
8464975,Daniel Brière,PHI,C,79,31,41,72,Gatineau,CAN,1977-10-06,QC,24.0,1.0,1996.0,19971998,69,N,Brière,CAN,R,174
8464957,J-P Dumont,NSH,R,80,29,43,72,Montréal,CAN,1978-04-01,QC,3.0,1.0,1996.0,19981999,73,N,Dumont,CAN,L,205
8459429,Jason Arnott,NSH,C,79,28,44,72,Collingwood,CAN,1974-10-11,ON,7.0,1.0,1993.0,19931994,77,N,Arnott,CAN,R,220
8471675,Sidney Crosby,PIT,C,53,24,48,72,Cole Harbour,CAN,1987-08-07,NS,1.0,1.0,2005.0,20052006,71,N,Crosby,CAN,L,200
8474141,Patrick Kane,CHI,R,82,21,51,72,Buffalo,USA,1988-11-19,NY,1.0,1.0,2007.0,20072008,70,N,Kane,USA,L,176
8466140,Olli Jokinen,FLA,C,82,34,37,71,Kuopio,FIN,1978-12-05,,3.0,1.0,1997.0,19971998,74,N,Jokinen,FIN,L,210
8459492,Vinny Prospal,"TBL,PHI",L,80,33,38,71,České Budějovice,CZE,1975-02-17,,71.0,3.0,1993.0,19961997,74,N,Prospal,CZE,L,191
8448208,Jaromir Jagr,NYR,R,82,25,46,71,Kladno,CZE,1972-02-15,,5.0,1.0,1990.0,19901991,75,N,Jagr,CZE,L,230
8471669,Paul Stastny,COL,C,66,24,47,71,Quebec City,CAN,1985-12-27,QC,44.0,2.0,2005.0,20062007,72,N,Stastny,USA,L,193
8469466,Ales Hemsky,EDM,R,74,20,51,71,Pardubice,CZE,1983-08-13,,13.0,1.0,2001.0,20022003,72,N,Hemsky,CZE,R,177
8467351,Scott Gomez,NYR,C,81,16,54,70,Anchorage,USA,1979-12-23,AK,27.0,1.0,1998.0,19992000,71,N,Gomez,USA,L,200
8457063,Nicklas Lidstrom,DET,D,76,10,60,70,Vasteras,SWE,1970-04-28,,53.0,3.0,1989.0,19911992,73,Y,Lidstrom,SWE,L,192
8470041,Rick Nash,CBJ,L,80,38,31,69,Brampton,CAN,1984-06-16,ON,1.0,1.0,2002.0,20022003,76,N,Nash,CAN,L,211
8469521,Tomas Plekanec,MTL,C,81,29,40,69,Kladno,CZE,1982-10-31,,71.0,3.0,2001.0,20032004,71,N,Plekanec,CZE,L,190
8473563,Nicklas Backstrom,WSH,C,82,14,55,69,Gavle,SWE,1987-11-23,,4.0,1.0,2006.0,20072008,73,N,Backstrom,SWE,L,202
8468500,Alex Frolov,LAK,L,71,23,44,67,Moscow,RUS,1982-06-19,,20.0,1.0,2000.0,20022003,74,N,Frolov,RUS,R,210
8466148,Marian Hossa,"ATL,PIT",R,72,29,37,66,Stará Lubovna,SVK,1979-01-12,,12.0,1.0,1997.0,19971998,73,Y,Hossa,SVK,L,207
8466181,Kristian Huselius,CGY,L,81,25,41,66,Osterhaninge,SWE,1978-11-10,,47.0,2.0,1997.0,20012002,74,N,Huselius,SWE,L,184
8468504,Brad Boyes,STL,R,82,43,22,65,Mississauga,CAN,1982-04-17,ON,24.0,1.0,2000.0,20032004,72,N,Boyes,CAN,R,199
8470610,Zach Parise,NJD,L,81,32,33,65,Minneapolis,USA,1984-07-28,MN,17.0,1.0,2003.0,20052006,71,N,Parise,USA,L,195
8462036,Daymond Langkow,CGY,C,80,30,35,65,Edmonton,CAN,1976-09-27,AB,5.0,1.0,1995.0,19951996,70,N,Langkow,CAN,L,181
