playerId,skaterFullName,teamAbbrevs,positionCode,gamesPlayed,goals,assists,points,birthCity,birthCountryCode,birthDate,birthStateProvinceCode,draftOverall,draftRound,draftYear,firstSeasonForGameType,height,isInHallOfFameYn,lastName,nationalityCode,shootsCatches,weight
8478402,Connor McDavid,EDM,C,82,30,70,100,Richmond Hill,CAN,1997-01-13,ON,1.0,1.0,2015.0,20152016,73,N,McDavid,CAN,L,194
8471675,Sidney Crosby,PIT,C,75,44,45,89,Cole Harbour,CAN,1987-08-07,NS,1.0,1.0,2005.0,20052006,71,N,Crosby,CAN,L,200
8474141,Patrick Kane,CHI,R,82,34,55,89,Buffalo,USA,1988-11-19,NY,1.0,1.0,2007.0,20072008,70,N,Kane,USA,L,176
8473563,Nicklas Backstrom,WSH,C,82,23,63,86,Gavle,SWE,1987-11-23,,4.0,1.0,2006.0,20072008,73,N,Backstrom,SWE,L,202
8476453,Nikita Kucherov,TBL,R,74,40,45,85,Maykop,RUS,1993-06-17,,58.0,2.0,2011.0,20132014,72,N,Kucherov,RUS,L,173
8473419,Brad Marchand,BOS,L,80,39,46,85,Halifax,CAN,1988-05-11,NS,71.0,3.0,2006.0,20092010,69,N,Marchand,CAN,L,180
8476460,Mark Scheifele,WPG,C,79,32,50,82,Kitchener,CAN,1993-03-15,ON,7.0,1.0,2011.0,20112012,75,N,Scheifele,CAN,R,207
8477934,Leon Draisaitl,EDM,C,82,29,48,77,Cologne,DEU,1995-10-27,,3.0,1.0,2014.0,20142015,74,N,Draisaitl,DEU,L,209
8470613,Brent Burns,SJS,D,82,29,47,76,Barrie,CAN,1985-03-09,ON,20.0,1.0,2003.0,20032004,77,N,Burns,CAN,R,228
8475765,Vladimir Tarasenko,STL,R,82,39,36,75,Yaroslavl,RUS,1991-12-13,,16.0,1.0,2010.0,20122013,73,N,Tarasenko,RUS,L,219
8478550,Artemi Panarin,CHI,L,82,31,43,74,Korkino,RUS,1991-10-30,,,,,20152016,72,N,Panarin,RUS,R,176
8471218,Blake Wheeler,WPG,R,82,26,48,74,Plymouth,USA,1986-08-31,MN,5.0,1.0,2004.0,20082009,77,N,Wheeler,USA,R,222
8470612,Ryan Getzlaf,ANA,C,74,15,58,73,Regina,CAN,1985-05-10,SK,19.0,1.0,2003.0,20052006,76,N,Getzlaf,CAN,R,220
8471215,Evgeni Malkin,PIT,C,62,33,39,72,Magnitogorsk,RUS,1986-07-31,,2.0,1.0,2004.0,20062007,77,N,Malkin,RUS,L,213
8475794,Tyler Seguin,DAL,C,82,26,46,72,Brampton,CAN,1992-01-31,ON,2.0,1.0,2010.0,20102011,74,N,Seguin,CAN,R,205
8475167,Victor Hedman,TBL,D,79,16,56,72,Ornskoldsvik,SWE,1990-12-18,,2.0,1.0,2009.0,20092010,79,N,Hedman,SWE,L,244
8474578,Erik Karlsson,OTT,D,77,17,54,71,Landsbro,SWE,1990-05-31,,15.0,1.0,2008.0,20092010,72,N,Karlsson,SWE,R,185
8477956,David Pastrnak,BOS,R,75,34,36,70,Havirov,CZE,1996-05-25,,25.0,1.0,2014.0,20142015,72,N,Pastrnak,CZE,R,199
8473548,Phil Kessel,PIT,R,82,23,47,70,Madison,USA,1987-10-02,WI,5.0,1.0,2006.0,20062007,71,N,Kessel,USA,R,208
8479318,Auston Matthews,TOR,C,82,40,29,69,San Ramon,USA,1997-09-17,CA,1.0,1.0,2016.0,20162017,75,N,Matthews,USA,L,215
8471214,Alex Ovechkin,WSH,L,82,33,36,69,Moscow,RUS,1985-09-17,,1.0,1.0,2004.0,20052006,75,N,Ovechkin,RUS,R,238
8473994,Jamie Benn,DAL,L,77,26,43,69,Victoria,CAN,1989-07-18,BC,129.0,5.0,2007.0,20092010,75,N,Benn,CAN,L,210
8475798,Mikael Granlund,MIN,C,81,26,43,69,Oulu,FIN,1992-02-26,,9.0,1.0,2010.0,20122013,70,N,Granlund,FIN,L,193
