playerId,skaterFullName,teamAbbrevs,positionCode,gamesPlayed,goals,assists,points,birthCity,birthCountryCode,birthDate,birthStateProvinceCode,draftOverall,draftRound,draftYear,firstSeasonForGameType,height,isInHallOfFameYn,lastName,nationalityCode,shootsCatches,weight
8477934,Leon Draisaitl,EDM,C,71,43,67,110,Cologne,DEU,1995-10-27,,3.0,1.0,2014.0,20142015,74,N,Draisaitl,DEU,L,209
8478402,Connor McDavid,EDM,C,64,34,63,97,Richmond Hill,CAN,1997-01-13,ON,1.0,1.0,2015.0,20152016,73,N,McDavid,CAN,L,194
8477956,David Pastrnak,BOS,R,70,48,47,95,Havirov,CZE,1996-05-25,,25.0,1.0,2014.0,20142015,72,N,Pastrnak,CZE,R,199
8478550,Artemi Panarin,NYR,L,69,32,63,95,Korkino,RUS,1991-10-30,,,,,20152016,72,N,Panarin,RUS,R,176
8477492,Nathan MacKinnon,COL,C,69,35,58,93,Halifax,CAN,1995-09-01,NS,1.0,1.0,2013.0,20132014,72,N,MacKinnon,CAN,R,200
8473419,Brad Marchand,BOS,L,70,28,59,87,Halifax,CAN,1988-05-11,NS,71.0,3.0,2006.0,20092010,69,N,Marchand,CAN,L,180
8476453,Nikita Kucherov,TBL,R,68,33,52,85,Maykop,RUS,1993-06-17,,58.0,2.0,2011.0,20132014,72,N,Kucherov,RUS,L,173
8474141,Patrick Kane,CHI,R,70,33,51,84,Buffalo,USA,1988-11-19,NY,1.0,1.0,2007.0,20072008,70,N,Kane,USA,L,176
8479318,Auston Matthews,TOR,C,70,47,33,80,San Ramon,USA,1997-09-17,CA,1.0,1.0,2016.0,20162017,75,N,Matthews,USA,L,215
8478403,Jack Eichel,BUF,C,68,36,42,78,North Chelmsford,USA,1996-10-28,MA,2.0,1.0,2015.0,20152016,74,N,Eichel,USA,R,208
8476456,Jonathan Huberdeau,FLA,L,69,23,55,78,Saint-Jerome,CAN,1993-06-04,QC,3.0,1.0,2011.0,20122013,73,N,Huberdeau,CAN,L,200
8476459,Mika Zibanejad,NYR,C,57,41,34,75,Stockholm,SWE,1993-04-18,,6.0,1.0,2011.0,20112012,74,N,Zibanejad,SWE,R,208
8474590,John Carlson,WSH,D,69,15,60,75,Natick,USA,1990-01-10,MA,27.0,1.0,2008.0,20092010,75,N,Carlson,USA,R,220
8471215,Evgeni Malkin,PIT,C,55,25,49,74,Magnitogorsk,RUS,1986-07-31,,2.0,1.0,2004.0,20062007,77,N,Malkin,RUS,L,213
8478398,Kyle Connor,WPG,L,71,38,35,73,Shelby Township,USA,1996-12-09,MI,17.0,1.0,2015.0,20162017,73,N,Connor,USA,L,183
8476460,Mark Scheifele,WPG,C,71,29,44,73,Kitchener,CAN,1993-03-15,ON,7.0,1.0,2011.0,20112012,75,N,Scheifele,CAN,R,207
8476468,J.T. Miller,VAN,C,69,27,45,72,East Palestine,USA,1993-03-14,OH,15.0,1.0,2011.0,20122013,72,N,Miller,USA,L,211
8471214,Alex Ovechkin,WSH,L,68,48,19,67,Moscow,RUS,1985-09-17,,1.0,1.0,2004.0,20052006,75,N,Ovechkin,RUS,R,238
8478483,Mitch Marner,TOR,R,59,16,51,67,Markham,CAN,1997-05-05,ON,4.0,1.0,2015.0,20162017,72,N,Marner,CAN,R,180
8478427,Sebastian Aho,CAR,C,68,38,28,66,Rauma,FIN,1997-07-26,,35.0,2.0,2015.0,20162017,72,N,Aho,FIN,L,189
8474157,Max Pacioretty,VGK,L,71,32,34,66,New Canaan,USA,1988-11-20,CT,22.0,1.0,2007.0,20082009,74,N,Pacioretty,USA,L,217
8474564,Steven Stamkos,TBL,C,57,29,37,66,Markham,CAN,1990-02-07,ON,1.0,1.0,2008.0,20082009,73,N,Stamkos,CAN,R,193
8480012,Elias Pettersson,VAN,C,68,27,39,66,Sundsvall,SWE,1998-11-12,,5.0,1.0,2017.0,20182019,74,N,Pettersson,SWE,L,176
8471218,Blake Wheeler,WPG,R,71,22,43,65,Plymouth,USA,1986-08-31,MN,5.0,1.0,2004.0,20082009,77,N,Wheeler,USA,R,222
8474600,Roman Josi,NSH,D,69,16,49,65,Bern,CHE,1990-06-01,,38.0,2.0,2008.0,20112012,73,N,Josi,CHE,L,201
8478010,Brayden Point,TBL,C,66,25,39,64,Calgary,CAN,1996-03-13,AB,79.0,3.0,2014.0,20162017,71,N,Point,CAN,R,177
8479339,Patrik Laine,WPG,L,68,28,35,63,Tampere,FIN,1998-04-19,,2.0,1.0,2016.0,20162017,76,N,Laine,FIN,R,208
8475913,Mark Stone,VGK,R,65,21,42,63,Winnipeg,CAN,1992-05-13,MB,178.0,6.0,2010.0,20122013,75,N,Stone,CAN,R,210
8476882,Teuvo Teravainen,CAR,C,68,15,48,63,Helsinki,FIN,1994-09-11,,18.0,1.0,2012.0,20132014,71,N,Teravainen,FIN,L,191
8471685,Anze Kopitar,LAK,C,70,21,41,62,Jesenice,SVN,1987-08-24,,11.0,1.0,2005.0,20062007,75,N,Kopitar,SVN,L,225
8477493,Aleksander Barkov,FLA,C,66,20,42,62,Tampere,FIN,1995-09-02,,2.0,1.0,2013.0,20132014,75,N,Barkov,FIN,L,214
8478439,Travis Konecny,PHI,R,66,24,37,61,London,CAN,1997-03-11,ON,24.0,1.0,2015.0,20162017,70,N,Konecny,CAN,R,192
8480830,Andrei Svechnikov,CAR,R,68,24,37,61,Barnaul,RUS,2000-03-26,,2.0,1.0,2018.0,20182019,75,N,Svechnikov,RUS,L,200
8479314,Matthew Tkachuk,CGY,L,69,23,38,61,Scottsdale,USA,1997-12-11,AZ,6.0,1.0,2016.0,20162017,74,N,Tkachuk,USA,L,202
8475193,Tomas Tatar,MTL,L,68,22,39,61,Ilava,SVK,1990-12-01,,60.0,2.0,2009.0,20102011,70,N,Tatar,SVK,L,173
8476454,Ryan Nugent-Hopkins,EDM,C,65,22,39,61,Burnaby,CAN,1993-04-12,BC,1.0,1.0,2011.0,20112012,73,N,Nugent-Hopkins,CAN,L,192
8475158,Ryan O'Reilly,STL,C,71,12,49,61,Clinton,CAN,1991-02-07,ON,33.0,2.0,2009.0,20092010,73,N,O'Reilly,CAN,L,207
8475166,John Tavares,TOR,C,63,26,34,60,Mississauga,CAN,1990-09-20,ON,1.0,1.0,2009.0,20092010,73,N,Tavares,CAN,L,217
