playerId,goalieFullName,teamAbbrevs,positionCode,gamesPlayed,savePct,wins,losses,otLosses,assists,gamesStarted,goals,goalsAgainst,goalsAgainstAverage,lastName,penaltyMinutes,points,saves,shootsCatches,shotsAgainst,shutouts,ties,timeOnIce,evGoalsAgainst,evSavePct,evSaves,evShotsAgainst,ppGoalsAgainst,ppSavePct,ppSaves,ppShotsAgainst,shGoalsAgainst,shSavePct,shSaves,shShotsAgainst
8460705,Evgeni Nabokov,SJS,G,77,0.90954,46,21,8,2,77,0,163,2.14429,Nabokov,12,2,1639,L,1802,6,,273656,112,0.918248,1258,1370,42,0.878612,304,346,9,0.895348,77,86
8455710,Martin Brodeur,NJD,G,77,0.91957,44,27,6,4,77,0,168,2.17473,Brodeur,6,4,1921,L,2089,4,,278103,117,0.926875,1483,1600,46,0.894977,392,438,5,0.90196,46,51
8462147,Miikka Kiprusoff,CGY,G,76,0.90601,39,26,10,2,76,0,197,2.68739,Kiprusoff,8,2,1899,L,2096,2,,263899,127,0.919416,1449,1576,64,0.857142,384,448,6,0.916666,66,72
8468685,Henrik Lundqvist,NYR,G,72,0.91223,37,24,10,0,72,0,160,2.23006,Lundqvist,2,0,1663,L,1823,10,,258288,108,0.922077,1278,1386,46,0.871148,311,357,6,0.925,74,80
8470320,Cam Ward,CAR,G,69,0.90374,37,25,5,1,67,0,180,2.74799,Ward,4,1,1690,L,1870,4,,235808,116,0.917437,1289,1405,56,0.849462,316,372,8,0.913978,85,93
8468011,Ryan Miller,BUF,G,76,0.90636,36,27,10,1,75,0,197,2.64175,Miller,6,1,1907,L,2104,3,,268458,138,0.915389,1493,1631,52,0.863874,330,382,7,0.923076,84,91
8462044,Jean-Sebastien Giguere,ANA,G,58,0.92241,35,17,6,0,57,0,117,2.12064,Giguere,4,0,1391,L,1508,4,,198619,66,0.940379,1041,1107,46,0.866666,299,345,5,0.910714,51,56
8466141,Roberto Luongo,VAN,G,73,0.9172,35,29,9,3,73,0,168,2.38155,Luongo,4,3,1861,L,2029,6,,253952,108,0.928853,1410,1518,55,0.871794,374,429,5,0.939024,77,82
8462117,Vesa Toskala,TOR,G,66,0.90405,33,25,6,5,64,0,175,2.73616,Toskala,4,5,1649,L,1824,3,,230249,113,0.918646,1276,1389,55,0.847222,305,360,7,0.906666,68,75
8473404,Niklas Backstrom,MIN,G,58,0.91958,33,13,8,0,57,0,131,2.3059,Backstrom,2,0,1498,L,1629,4,,204518,95,0.925314,1177,1272,29,0.904918,276,305,7,0.865384,45,52
8460612,Marty Turco,DAL,G,62,0.90926,32,21,6,3,60,0,140,2.31499,Turco,16,3,1403,L,1543,3,,217711,95,0.918384,1069,1164,38,0.878205,274,312,7,0.895522,60,67
8469658,Cristobal Huet,"MTL,WSH",G,52,0.92021,32,14,6,2,51,0,118,2.32216,Huet,0,2,1361,L,1479,4,,182933,81,0.92987,1074,1155,35,0.87037,235,270,2,0.962962,52,54
8460712,Tomas Vokoun,FLA,G,69,0.91866,30,29,8,6,69,0,180,2.67943,Vokoun,4,6,2033,R,2213,4,,241842,126,0.927083,1602,1728,50,0.882352,375,425,4,0.933333,56,60
8462047,Martin Biron,PHI,G,62,0.91796,30,20,9,1,59,0,153,2.5939,Biron,8,1,1712,L,1865,5,,212344,105,0.927385,1341,1446,43,0.875722,303,346,5,0.931506,68,73
8469675,Martin Gerber,OTT,G,57,0.91043,30,18,4,2,55,0,145,2.7212,Gerber,6,2,1474,L,1619,2,,191827,101,0.918416,1137,1238,42,0.87037,282,324,2,0.964912,55,57
8460535,Jose Theodore,COL,G,53,0.91002,28,21,3,2,52,0,123,2.43718,Theodore,2,2,1244,R,1367,3,,181685,92,0.916666,1012,1104,29,0.872807,199,228,2,0.942857,33,35
8460703,Tim Thomas,BOS,G,57,0.92143,28,19,6,0,55,0,136,2.44166,Thomas,2,0,1595,L,1731,3,,200519,90,0.933382,1261,1351,41,0.870662,276,317,5,0.920634,58,63
8468524,Ilya Bryzgalov,"ANA,PHX",G,64,0.91962,28,25,6,0,62,0,147,2.44052,Bryzgalov,2,0,1682,L,1829,3,,216839,95,0.934437,1354,1449,49,0.847826,273,322,3,0.948275,55,58
8447687,Dominik Hasek,DET,G,41,0.90175,27,10,3,1,40,0,84,2.14462,Hasek,12,1,771,L,855,5,,141004,46,0.927786,591,637,33,0.821621,152,185,5,0.848484,28,33
8458568,Chris Osgood,DET,G,43,0.91393,27,9,4,3,40,0,84,2.09225,Osgood,0,3,892,L,976,4,,144533,61,0.919205,694,755,22,0.885416,170,192,1,0.965517,28,29
8459308,Manny Legace,STL,G,66,0.9108,27,25,8,2,65,0,147,2.40609,Legace,4,2,1501,L,1648,5,,219941,98,0.922955,1174,1272,41,0.867313,268,309,8,0.880597,59,67
8464999,Mathieu Garon,EDM,G,47,0.91317,26,18,1,0,44,0,118,2.66367,Garon,8,0,1241,R,1359,4,,159479,88,0.915869,958,1046,24,0.908045,237,261,6,0.884615,46,52
8468481,Rick DiPietro,NYI,G,63,0.90219,26,28,7,6,63,0,174,2.81623,DiPietro,18,6,1605,R,1779,3,,222425,114,0.915241,1231,1345,50,0.867374,327,377,10,0.824561,47,57
8448535,Olie Kolzig,WSH,G,54,0.89248,25,21,6,2,52,0,153,2.91092,Kolzig,8,2,1270,L,1423,1,,189218,100,0.906542,970,1070,48,0.846153,264,312,5,0.878048,36,41
8469461,Pascal Leclaire,CBJ,G,54,0.91878,24,17,6,2,52,0,112,2.25016,Leclaire,2,2,1267,L,1379,9,,179187,71,0.930392,949,1020,40,0.876543,284,324,1,0.971428,34,35
8471679,Carey Price,MTL,G,41,0.91965,24,12,3,2,40,0,103,2.56073,Price,0,2,1179,L,1282,3,,144802,67,0.929989,890,957,34,0.881118,252,286,2,0.948717,37,39
8459140,Nikolai Khabibulin,CHI,G,50,0.90856,23,20,6,2,49,0,127,2.63491,Khabibulin,4,2,1262,L,1389,2,,173516,86,0.916097,939,1025,38,0.877022,271,309,3,0.945454,52,55
8468540,Dan Ellis,NSH,G,44,0.92414,23,10,3,0,37,0,87,2.34233,Ellis,0,0,1060,L,1147,6,,133713,67,0.926935,850,917,16,0.917948,179,195,4,0.885714,31,35
8466303,Johan Holmqvist,"TBL,DAL",G,47,0.88917,21,16,6,1,47,0,129,3.03622,Holmqvist,0,1,1035,L,1164,2,,152953,96,0.893333,804,900,29,0.874458,202,231,4,0.878787,29,33
