playerId,goalieFullName,teamAbbrevs,positionCode,gamesPlayed,savePct,wins,losses,otLosses,assists,gamesStarted,goals,goalsAgainst,goalsAgainstAverage,lastName,penaltyMinutes,points,saves,shootsCatches,shotsAgainst,shutouts,ties,timeOnIce,evGoalsAgainst,evSavePct,evSaves,evShotsAgainst,ppGoalsAgainst,ppSavePct,ppSaves,ppShotsAgainst,shGoalsAgainst,shSavePct,shSaves,shShotsAgainst
8473575,Semyon Varlamov,COL,G,63,0.92747,41,14,6,3,60,0,146,2.40674,Varlamov,2,3,1867,L,2013,2,,218386,112,0.932813,1555,1667,33,0.892156,273,306,1,0.975,39,40
8470594,Marc-Andre Fleury,PIT,G,64,0.91544,39,18,5,0,64,0,150,2.37316,Fleury,4,0,1624,L,1774,5,,227544,120,0.916608,1319,1439,26,0.910652,265,291,4,0.90909,40,44
8474550,Antti Niemi,SJS,G,64,0.9126,39,17,7,2,64,0,149,2.39019,Niemi,0,2,1556,L,1705,4,,224417,117,0.918693,1322,1439,30,0.861111,186,216,2,0.96,48,50
8471750,Ben Bishop,TBL,G,63,0.92434,37,14,7,2,63,0,133,2.2251,Bishop,4,2,1625,L,1758,5,,215181,96,0.931914,1314,1410,31,0.9,279,310,6,0.842105,32,38
8471695,Tuukka Rask,BOS,G,58,0.92992,36,15,6,2,58,0,115,2.03753,Rask,2,2,1526,L,1641,7,,203187,80,0.941133,1279,1359,32,0.872509,219,251,3,0.903225,28,31
8471679,Carey Price,MTL,G,59,0.92669,34,20,5,2,59,0,134,2.32077,Price,4,2,1694,L,1828,6,,207862,98,0.933739,1381,1479,31,0.894915,264,295,5,0.907407,49,54
8468685,Henrik Lundqvist,NYR,G,63,0.92044,33,24,5,4,62,0,144,2.36368,Lundqvist,0,4,1666,L,1810,5,,219319,111,0.92649,1399,1510,27,0.890688,220,247,6,0.886792,47,53
8470140,Kari Lehtonen,DAL,G,65,0.91896,33,20,10,4,64,0,153,2.41325,Lehtonen,4,4,1735,L,1888,5,,228239,114,0.925294,1412,1526,36,0.877966,259,295,3,0.955223,64,67
8473461,Steve Mason,PHI,G,61,0.91719,33,18,7,1,60,0,145,2.49598,Mason,10,1,1606,R,1751,4,,209136,111,0.923289,1336,1447,28,0.894339,237,265,6,0.846153,33,39
8470645,Corey Crawford,CHI,G,59,0.9165,32,16,10,1,56,0,128,2.26213,Crawford,0,1,1405,L,1533,2,,203701,95,0.925196,1175,1270,31,0.864035,197,228,2,0.942857,33,35
8475683,Sergei Bobrovsky,CBJ,G,58,0.92289,32,20,5,1,58,0,131,2.38222,Bobrovsky,2,1,1568,L,1699,5,,197966,94,0.931135,1271,1365,30,0.900332,271,301,7,0.787878,26,33
8470860,Jaroslav Halak,"STL,WSH",G,52,0.92057,29,13,7,1,50,0,110,2.24573,Halak,0,1,1275,L,1385,5,,176334,81,0.926296,1018,1099,26,0.900383,235,261,3,0.88,22,25
8473972,Jonas Hiller,ANA,G,50,0.91097,29,13,7,2,50,0,120,2.47524,Hiller,0,2,1228,R,1348,5,,174528,82,0.925045,1012,1094,33,0.850678,188,221,5,0.848484,28,33
8469608,Mike Smith,PHX,G,62,0.91501,27,21,10,3,61,1,159,2.64268,Smith,14,4,1712,L,1871,3,,216598,112,0.924932,1380,1492,46,0.865497,296,342,1,0.972972,36,37
8471734,Jonathan Quick,LAK,G,49,0.91546,27,17,4,2,49,0,100,2.06558,Quick,2,2,1083,L,1183,6,,174285,66,0.928879,862,928,30,0.861751,187,217,4,0.894736,34,38
8473541,Jonathan Bernier,TOR,G,55,0.92277,26,19,7,1,49,0,138,2.6852,Bernier,4,1,1649,L,1787,1,,185014,98,0.932968,1364,1462,32,0.881481,238,270,8,0.854545,47,55
8466141,Roberto Luongo,"VAN,FLA",G,56,0.91881,25,23,7,0,56,0,129,2.40198,Luongo,2,0,1460,L,1589,4,,193340,99,0.925056,1222,1321,28,0.880341,206,234,2,0.941176,32,34
8467950,Craig Anderson,OTT,G,53,0.91071,25,16,8,1,52,0,150,3.00026,Anderson,2,1,1530,L,1680,4,,179984,102,0.925274,1263,1365,42,0.841509,223,265,6,0.88,44,50
8468011,Ryan Miller,"BUF,STL",G,59,0.9183,25,30,4,2,59,0,154,2.63978,Miller,0,2,1731,L,1885,1,,210017,118,0.922976,1414,1532,33,0.89389,278,311,3,0.928571,39,42
8474651,Braden Holtby,WSH,G,48,0.91457,23,15,4,2,45,0,126,2.84602,Holtby,7,2,1349,L,1475,4,,159380,85,0.927721,1091,1176,33,0.866935,215,248,8,0.843137,43,51
8471715,Ondrej Pavelec,WPG,G,57,0.90085,22,26,7,3,57,0,163,3.01111,Pavelec,0,3,1481,L,1644,1,,194878,123,0.908071,1215,1338,36,0.868613,238,274,4,0.875,28,32
8470657,Jimmy Howard,DET,G,51,0.91025,21,19,11,0,50,0,133,2.65663,Howard,6,0,1349,L,1482,2,,180228,97,0.919368,1106,1203,34,0.865612,219,253,2,0.923076,24,26
8475622,Carter Hutton,NSH,G,40,0.90954,20,11,4,1,34,0,91,2.61834,Hutton,2,1,915,L,1006,1,,125117,70,0.918128,785,855,21,0.84892,118,139,0,1.0,12,12
8475883,Frederik Andersen,ANA,G,28,0.92337,20,5,0,1,24,0,60,2.29382,Andersen,0,1,723,L,783,0,,94166,47,0.927803,604,651,11,0.906779,107,118,2,0.857142,12,14
8455710,Martin Brodeur,NJD,G,39,0.90113,19,14,6,3,39,0,96,2.50781,Brodeur,2,3,875,L,971,3,,137809,73,0.90641,707,780,19,0.880503,140,159,4,0.875,28,32
8471418,Anton Khudobin,CAR,G,36,0.92565,19,14,1,0,34,0,80,2.30293,Khudobin,0,0,996,L,1076,1,,125058,61,0.934479,870,931,13,0.887931,103,116,6,0.793103,23,29
8460703,Tim Thomas,"FLA,DAL",G,48,0.90791,18,24,4,1,46,0,128,2.88452,Thomas,4,1,1262,L,1390,0,,159749,99,0.912544,1033,1132,27,0.878923,196,223,2,0.942857,33,35
8470216,Josh Harding,MIN,G,29,0.93333,18,7,3,0,26,0,46,1.655,Harding,0,0,644,R,690,3,,100060,34,0.940455,537,571,11,0.893203,92,103,1,0.9375,15,16
8470880,Brian Elliott,STL,G,31,0.92217,18,6,2,2,25,0,53,1.95774,Elliott,0,2,628,L,681,4,,97459,43,0.924028,523,566,8,0.920792,93,101,2,0.857142,12,14
8471403,Karri Ramo,CGY,G,40,0.91109,17,15,4,1,37,0,97,2.65297,Ramo,10,1,994,L,1091,2,,131626,74,0.918948,839,913,20,0.871794,136,156,3,0.863636,19,22
8473434,Chad Johnson,BOS,G,27,0.92514,17,4,3,0,23,0,53,2.10482,Johnson,0,0,655,L,708,2,,90649,39,0.931578,531,570,11,0.905982,106,117,3,0.857142,18,21
8471239,Cory Schneider,NJD,G,45,0.9205,16,15,12,0,43,0,88,1.97022,Schneider,4,0,1019,L,1107,3,,160794,73,0.917792,815,888,15,0.919354,171,186,0,1.0,33,33
8475361,Jonas Gustavsson,DET,G,27,0.90748,16,5,4,0,26,0,68,2.63112,Gustavsson,0,0,667,L,735,0,,93040,50,0.914529,535,585,15,0.887218,118,133,3,0.823529,14,17
