playerId,skaterFullName,teamAbbrevs,positionCode,gamesPlayed,goals,assists,points,evGoals,evPoints,faceoffWinPct,gameWinningGoals,lastName,otGoals,penaltyMinutes,plusMinus,pointsPerGame,ppGoals,ppPoints,shGoals,shPoints,shootingPct,shootsCatches,shots,timeOnIcePerGame,assistsPerGame,blockedShots,blocksPerGame,goalsPerGame,hits,hitsPerGame,penaltyMinutesPerGame,primaryAssistsPerGame,secondaryAssistsPerGame,shotsPerGame,timeOnIce,totalPrimaryAssists,totalSecondaryAssists,ppAssists,ppGoalsForPer60,ppGoalsPer60,ppIndividualSatFor,ppIndividualSatForPer60,ppPointsPer60,ppPrimaryAssists,ppPrimaryAssistsPer60,ppSecondaryAssists,ppSecondaryAssistsPer60,ppShootingPct,ppShots,ppShotsPer60,ppTimeOnIce,ppTimeOnIcePctPerGame,ppTimeOnIcePerGame,ppGoalsAgainstPer60,shAssists,shGoalsPer60,shIndividualSatFor,shIndividualSatForPer60,shPointsPer60,shPrimaryAssists,shPrimaryAssistsPer60,shSecondaryAssists,shSecondaryAssistsPer60,shShootingPct,shShots,shShotsPer60,shTimeOnIce,shTimeOnIcePctPerGame,shTimeOnIcePerGame,evTimeOnIce,evTimeOnIcePerGame,otTimeOnIce,otTimeOnIcePerOtGame,shifts,shiftsPerGame,timeOnIcePerShift
8476453,Nikita Kucherov,TBL,R,81,44,100,144,31,91,0.5,6,Kucherov,1,22,8,1.77777,13,53,0,0,0.14379,L,306,1300.1234,1.2345,35,0.432,0.543209,45,0.5555,0.271604,0.7654,0.4691,3.777777,105310,62,38,40,11.53728,2.38,120,21.975,9.705,23,4.212,17,3.113,0.166,78,14.284,19658,0.861,242.691,0.0,0,0.0,1,109.098,0.0,0,0.0,0,0.0,0.0,0,0.0,33,0.0014,0.407,85619,1057.02469,1115,69.6875,1793,22.1358,58.73396
8477492,Nathan MacKinnon,COL,C,82,51,89,140,41,92,0.46194,9,MacKinnon,2,42,35,1.70731,10,48,0,0,0.12592,R,405,1368.8536,1.0853,69,0.8414,0.621951,55,0.6707,0.512195,0.6097,0.4756,4.939024,112246,50,39,38,10.56051,1.624,157,25.507,7.798,19,3.086,19,3.086,0.083,120,19.496,22158,0.817,270.219,11.8033,0,0.0,2,23.606,0.0,0,0.0,0,0.0,0.0,2,23.606,305,0.01189,3.719,89783,1094.91463,1658,110.53333,1952,23.80487,57.50307
8478402,Connor McDavid,EDM,C,76,32,100,132,24,87,0.51098,5,McDavid,1,30,35,1.73684,7,44,1,1,0.12167,L,263,1281.5526,1.3157,39,0.5131,0.421052,118,1.5526,0.394736,0.8157,0.5,3.460526,97398,62,38,37,12.9922,1.624,78,18.096,10.208,23,5.336,14,3.248,0.111,63,14.616,15517,0.761,204.171,11.9469,0,1.991,4,7.964,1.991,0,0.0,0,0.0,0.5,2,3.982,1808,0.07631,23.789,80073,1053.5921,1446,96.4,1620,21.31578,60.12222
8478550,Artemi Panarin,NYR,L,82,49,71,120,38,75,0.1,5,Panarin,1,24,18,1.46341,11,44,0,1,0.16171,R,303,1207.1341,0.8658,15,0.1829,0.59756,18,0.2195,0.292682,0.4512,0.4146,3.695121,98985,37,34,33,12.03331,2.243,116,23.658,8.973,18,3.671,15,3.059,0.129,85,17.336,17651,0.767,215.256,0.0,1,0.0,1,90.0,90.0,0,0.0,1,90.0,0.0,0,0.0,40,0.0017,0.487,81294,991.39024,1262,78.875,1783,21.7439,55.51598
8477956,David Pastrnak,BOS,R,82,47,63,110,35,75,0.33333,5,Pastrnak,0,47,21,1.34146,12,35,0,0,0.12303,R,382,1195.7804,0.7682,19,0.2317,0.57317,70,0.8536,0.57317,0.4756,0.2926,4.658536,98054,39,24,23,9.13113,2.331,133,25.839,6.799,9,1.748,14,2.719,0.125,96,18.65,18530,0.78,225.975,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,221,0.00831,2.695,79303,967.10975,2228,85.6923,1832,22.34146,53.52292
8479318,Auston Matthews,TOR,C,81,69,38,107,51,77,0.53449,8,Matthews,3,20,31,1.32098,18,29,0,1,0.18699,L,369,1257.9876,0.4691,93,1.1481,0.851851,89,1.0987,0.246913,0.2962,0.1728,4.555555,101897,24,14,11,10.43163,3.911,109,23.688,6.302,5,1.086,6,1.303,0.246,73,15.864,16565,0.747,204.506,3.11778,1,0.0,14,14.549,1.039,1,1.039,0,0.0,0.0,9,9.353,3464,0.14873,42.765,81868,1010.71604,2387,103.7826,1844,22.76543,55.25867
8477934,Leon Draisaitl,EDM,C,81,41,65,106,20,65,0.56926,7,Draisaitl,2,76,26,1.30864,21,39,0,2,0.18894,L,217,1241.7283,0.8024,26,0.3209,0.506172,58,0.716,0.938271,0.4691,0.3333,2.679012,100580,38,27,18,12.45448,4.588,128,27.967,8.521,9,1.966,9,1.966,0.241,87,19.009,16476,0.762,203.407,6.95249,2,0.0,1,1.39,2.78,2,2.78,0,0.0,0.0,0,0.0,2589,0.10446,31.962,81515,1006.35802,1668,104.25,1761,21.74074,57.11527
8478420,Mikko Rantanen,COL,R,80,42,62,104,28,64,0.53816,9,Rantanen,0,50,19,1.3,14,40,0,0,0.15498,L,271,1374.3375,0.775,49,0.6125,0.525,53,0.6625,0.625,0.45,0.325,3.3875,109947,36,26,26,10.44613,2.285,114,18.607,6.528,16,2.611,10,1.632,0.179,78,12.731,22056,0.831,275.7,22.50022,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,160,0.0064,2.0,87731,1096.6375,1264,84.26666,1861,23.2625,59.07952
8476468,J.T. Miller,VAN,C,81,37,66,103,25,61,0.56331,9,Miller,2,58,32,1.2716,10,40,2,2,0.19072,L,194,1169.395,0.8148,61,0.753,0.45679,217,2.679,0.716049,0.5432,0.2716,2.395061,94721,44,22,30,10.12742,1.985,102,20.254,7.943,20,3.971,10,1.985,0.149,67,13.304,18129,0.721,223.814,11.46699,0,1.274,6,3.822,1.274,0,0.0,0,0.0,0.666,3,1.911,5651,0.22677,69.765,70941,875.81481,1110,74.0,2028,25.03703,46.7066
8477939,William Nylander,TOR,R,82,40,58,98,26,59,0.47058,7,Nylander,2,24,1,1.19512,11,35,3,4,0.12658,R,316,1194.817,0.7073,29,0.3536,0.487804,32,0.3902,0.292682,0.439,0.2682,3.853658,97975,36,22,24,10.41089,2.385,113,24.508,7.591,12,2.602,12,2.602,0.129,85,18.435,16598,0.728,202.414,8.78942,1,2.197,16,11.719,2.929,1,0.732,0,0.0,0.272,11,8.056,4915,0.20852,59.939,76462,932.46341,1759,76.47826,1856,22.63414,52.78825
