playerId,goalieFullName,teamAbbrevs,positionCode,gamesPlayed,wins,losses,otLosses,birthCity,birthCountryCode,birthDate,birthStateProvinceCode,draftOverall,draftRound,draftYear,firstSeasonForGameType,height,isInHallOfFameYn,lastName,nationalityCode,shootsCatches,shutouts,ties,weight
8476883,Andrei Vasilevskiy,TBL,G,52,35,14,3,Tyumen,RUS,1994-07-25,,19.0,1.0,2012.0,20142015,76,N,Vasilevskiy,RUS,L,3,,223
8476945,Connor Hellebuyck,WPG,G,58,31,21,5,Commerce,USA,1993-05-19,MI,130.0,5.0,2012.0,20152016,76,N,Hellebuyck,USA,L,6,,207
8476412,Jordan Binnington,STL,G,50,30,13,7,Richmond Hill,CAN,1993-07-11,ON,88.0,3.0,2011.0,20152016,74,N,Binnington,CAN,L,3,,172
8475883,Frederik Andersen,TOR,G,52,29,13,7,Herning,DNK,1989-10-02,,87.0,3.0,2012.0,20132014,76,N,Andersen,DNK,L,3,,229
8470594,Marc-Andre Fleury,VGK,G,49,27,16,5,Sorel,CAN,1984-11-28,QC,1.0,1.0,2003.0,20032004,74,N,Fleury,CAN,L,5,,185
8471679,Carey Price,MTL,G,58,27,25,6,Anahim Lake,CAN,1987-08-16,BC,5.0,1.0,2005.0,20072008,75,N,Price,CAN,L,4,,217
8471695,Tuukka Rask,BOS,G,41,26,8,6,Savonlinna,FIN,1987-03-10,,21.0,1.0,2005.0,20072008,75,N,Rask,FIN,L,5,,176
8474651,Braden Holtby,WSH,G,48,25,14,6,Lloydminster,CAN,1989-09-16,SK,93.0,4.0,2008.0,20102011,73,N,Holtby,CAN,L,0,,215
8479394,Carter Hart,PHI,G,43,24,13,3,Sherwood Park,CAN,1998-08-13,AB,48.0,2.0,2016.0,20182019,74,N,Hart,CAN,L,1,,196
8479496,David Rittich,CGY,G,48,24,17,6,Jihlava,CZE,1992-08-19,,,,,20162017,75,N,Rittich,CZE,L,2,,200
8474593,Jacob Markstrom,VAN,G,43,23,16,4,Gavle,SWE,1990-01-31,,31.0,2.0,2008.0,20102011,78,N,Markstrom,SWE,L,2,,207
8475683,Sergei Bobrovsky,FLA,G,50,23,19,6,Novokuznetsk,RUS,1988-09-20,,,,,20102011,74,N,Bobrovsky,RUS,L,1,,180
