playerId,goalieFullName,teamAbbrevs,positionCode,gamesPlayed,wins,losses,otLosses,birthCity,birthCountryCode,birthDate,birthStateProvinceCode,draftOverall,draftRound,draftYear,firstSeasonForGameType,height,isInHallOfFameYn,lastName,nationalityCode,shootsCatches,shutouts,ties,weight
8476883,Andrei Vasilevskiy,TBL,G,42,31,10,1,Tyumen,RUS,1994-07-25,,19.0,1.0,2012.0,20142015,76,N,Vasilevskiy,RUS,L,5,,223
8475831,Philipp Grubauer,COL,G,40,30,9,1,Rosenheim,DEU,1991-11-25,,112.0,4.0,2010.0,20122013,73,N,Grubauer,DEU,L,7,,188
8470594,Marc-Andre Fleury,VGK,G,36,26,10,0,Sorel,CAN,1984-11-28,QC,1.0,1.0,2003.0,20032004,74,N,Fleury,CAN,L,6,,185
8477465,Tristan Jarry,PIT,G,39,25,9,3,Surrey,CAN,1995-04-29,BC,44.0,2.0,2013.0,20162017,76,N,Jarry,CAN,L,2,,201
8476945,Connor Hellebuyck,WPG,G,45,24,17,3,Commerce,USA,1993-05-19,MI,130.0,5.0,2012.0,20152016,76,N,Hellebuyck,USA,L,4,,207
8474593,Jacob Markstrom,CGY,G,43,22,19,2,Gavle,SWE,1990-01-31,,31.0,2.0,2008.0,20102011,78,N,Markstrom,SWE,L,3,,207
8469608,Mike Smith,EDM,G,32,21,6,2,Kingston,CAN,1982-03-22,ON,161.0,5.0,2001.0,20062007,77,N,Smith,CAN,L,3,,220
8477424,Juuse Saros,NSH,G,36,21,11,1,Forssa,FIN,1995-04-19,,99.0,4.0,2013.0,20152016,71,N,Saros,FIN,L,3,,180
8477970,Vitek Vanecek,WSH,G,37,21,10,4,Havlickuv Brod,CZE,1996-01-09,,39.0,2.0,2014.0,20202021,74,N,Vanecek,CZE,L,2,,184
8473575,Semyon Varlamov,NYI,G,36,19,11,4,Samara,RUS,1988-04-27,,23.0,1.0,2006.0,20082009,74,N,Varlamov,RUS,L,7,,201
8475660,Cam Talbot,MIN,G,33,19,8,5,Caledonia,CAN,1987-07-05,ON,,,,20132014,75,N,Talbot,CAN,L,2,,202
8475683,Sergei Bobrovsky,FLA,G,31,19,8,2,Novokuznetsk,RUS,1988-09-20,,,,,20102011,74,N,Bobrovsky,RUS,L,0,,180
8476412,Jordan Binnington,STL,G,42,18,14,8,Richmond Hill,CAN,1993-07-11,ON,88.0,3.0,2011.0,20152016,74,N,Binnington,CAN,L,0,,172
8475789,Jack Campbell,TOR,G,22,17,3,2,Port Huron,USA,1992-01-09,MI,11.0,1.0,2010.0,20132014,75,N,Campbell,USA,L,2,,200
8480947,Kevin Lankinen,CHI,G,37,17,14,5,Helsinki,FIN,1995-04-28,,,,,20202021,74,N,Lankinen,FIN,L,2,,190
8477967,Thatcher Demko,VAN,G,35,16,18,1,San Diego,USA,1995-12-08,CA,36.0,2.0,2014.0,20172018,76,N,Demko,USA,L,1,,192
8478039,Kaapo Kahkonen,MIN,G,24,16,8,0,Helsinki,FIN,1996-08-16,,109.0,4.0,2014.0,20192020,74,N,Kahkonen,FIN,L,2,,217
8478048,Igor Shesterkin,NYR,G,35,16,14,3,Moscow,RUS,1995-12-30,,118.0,4.0,2014.0,20192020,73,N,Shesterkin,RUS,L,2,,199
8470880,Brian Elliott,PHI,G,30,15,9,2,Newmarket,CAN,1985-04-09,ON,291.0,9.0,2003.0,20072008,74,N,Elliott,CAN,L,2,,221
8471695,Tuukka Rask,BOS,G,24,15,5,2,Savonlinna,FIN,1987-03-10,,21.0,1.0,2005.0,20072008,75,N,Rask,FIN,L,2,,176
8473503,James Reimer,CAR,G,22,15,5,2,Morweena,CAN,1988-03-15,MB,99.0,4.0,2006.0,20102011,74,N,Reimer,CAN,L,0,,200
8474889,Martin Jones,SJS,G,34,15,13,4,North Vancouver,CAN,1990-01-10,BC,,,,20132014,77,N,Jones,CAN,L,1,,203
8477968,Alex Nedeljkovic,CAR,G,23,15,5,3,Parma,USA,1996-01-07,OH,37.0,2.0,2014.0,20162017,72,N,Nedeljkovic,USA,L,3,,205
8476904,Chris Driedger,FLA,G,23,14,6,3,Winnipeg,CAN,1994-05-18,MB,76.0,3.0,2012.0,20142015,76,N,Driedger,CAN,L,3,,210
8478406,Mackenzie Blackwood,NJD,G,35,14,17,4,Thunder Bay,CAN,1996-12-09,ON,42.0,2.0,2015.0,20182019,76,N,Blackwood,CAN,L,1,,225
8475156,Mikko Koskinen,EDM,G,26,13,13,0,Vantaa,FIN,1988-07-18,,31.0,2.0,2009.0,20102011,79,N,Koskinen,FIN,L,0,,202
8475215,Robin Lehner,VGK,G,19,13,4,2,Gothenburg,SWE,1991-07-24,,46.0,2.0,2009.0,20102011,76,N,Lehner,SWE,L,1,,250
8475883,Frederik Andersen,TOR,G,24,13,8,3,Herning,DNK,1989-10-02,,87.0,3.0,2012.0,20132014,76,N,Andersen,DNK,L,0,,229
8478009,Ilya Sorokin,NYI,G,22,13,6,3,Mezhdurechensk,RUS,1995-08-04,,78.0,3.0,2014.0,20202021,75,N,Sorokin,RUS,L,3,,189
8478492,Ilya Samsonov,WSH,G,19,13,4,1,Magnitogorsk,RUS,1997-02-22,,22.0,1.0,2015.0,20192020,75,N,Samsonov,RUS,L,2,,208
8471418,Anton Khudobin,DAL,G,32,12,11,7,Ust-Kamenogorsk,KAZ,1986-05-07,,206.0,7.0,2004.0,20092010,71,N,Khudobin,RUS,L,3,,210
8471679,Carey Price,MTL,G,25,12,7,5,Anahim Lake,CAN,1987-08-16,BC,5.0,1.0,2005.0,20072008,75,N,Price,CAN,L,1,,217
8471734,Jonathan Quick,LAK,G,22,11,9,2,Milford,USA,1986-01-21,CT,72.0,3.0,2005.0,20072008,73,N,Quick,USA,L,2,,219
8474596,Jake Allen,MTL,G,29,11,12,5,Fredericton,CAN,1990-08-07,NB,34.0,2.0,2008.0,20122013,74,N,Allen,CAN,L,0,,197
8479193,Casey DeSmith,PIT,G,20,11,7,0,Rochester,USA,1991-08-13,NH,,,,20172018,72,N,DeSmith,USA,L,2,,188
8479979,Jake Oettinger,DAL,G,29,11,8,7,Lakeville,USA,1998-12-18,MN,26.0,1.0,2017.0,20202021,78,N,Oettinger,USA,L,1,,225
8471469,Pekka Rinne,NSH,G,24,10,12,1,Kempele,FIN,1982-11-03,,258.0,8.0,2004.0,20052006,77,N,Rinne,FIN,L,2,,217
8475311,Darcy Kuemper,ARI,G,27,10,11,3,Saskatoon,CAN,1990-05-05,SK,161.0,6.0,2009.0,20122013,77,N,Kuemper,CAN,L,2,,215
8476899,Matt Murray,OTT,G,27,10,13,1,Thunder Bay,CAN,1994-05-25,ON,83.0,3.0,2012.0,20152016,77,N,Murray,CAN,L,2,,220
8470860,Jaroslav Halak,BOS,G,19,9,6,4,Bratislava,SVK,1985-05-13,,271.0,9.0,2003.0,20062007,71,N,Halak,SVK,L,2,,189
8473541,Jonathan Bernier,DET,G,24,9,11,1,Laval,CAN,1988-08-07,QC,11.0,1.0,2006.0,20072008,72,N,Bernier,CAN,L,0,,185
8476434,John Gibson,ANA,G,35,9,19,7,Pittsburgh,USA,1993-07-14,PA,39.0,2.0,2011.0,20132014,75,N,Gibson,USA,L,3,,209
