playerId,goalieFullName,teamAbbrevs,positionCode,gamesPlayed,wins,losses,otLosses,birthCity,birthCountryCode,birthDate,birthStateProvinceCode,draftOverall,draftRound,draftYear,firstSeasonForGameType,height,isInHallOfFameYn,lastName,nationalityCode,shootsCatches,shutouts,ties,weight
8471679,Carey Price,MTL,G,66,44,16,6,Anahim Lake,CAN,1987-08-16,BC,5.0,1.0,2005.0,20072008,75,N,Price,CAN,L,9,,217
8471469,Pekka Rinne,NSH,G,64,41,17,6,Kempele,FIN,1982-11-03,,258.0,8.0,2004.0,20052006,77,N,Rinne,FIN,L,4,,217
8474651,Braden Holtby,WSH,G,73,41,20,10,Lloydminster,CAN,1989-09-16,SK,93.0,4.0,2008.0,20102011,73,N,Holtby,CAN,L,9,,215
8471750,Ben Bishop,TBL,G,62,40,13,5,Denver,USA,1986-11-21,CO,85.0,3.0,2005.0,20082009,79,N,Bishop,USA,L,4,,210
8470860,Jaroslav Halak,NYI,G,59,38,17,4,Bratislava,SVK,1985-05-13,,271.0,9.0,2003.0,20062007,71,N,Halak,SVK,L,6,,189
8471227,Devan Dubnyk,"ARI,MIN",G,58,36,14,4,Regina,CAN,1986-05-04,SK,14.0,1.0,2004.0,20092010,78,N,Dubnyk,CAN,L,6,,224
8471734,Jonathan Quick,LAK,G,72,36,22,13,Milford,USA,1986-01-21,CT,72.0,3.0,2005.0,20072008,73,N,Quick,USA,L,6,,219
8475883,Frederik Andersen,ANA,G,54,35,12,5,Herning,DNK,1989-10-02,,87.0,3.0,2012.0,20132014,76,N,Andersen,DNK,L,3,,229
8470140,Kari Lehtonen,DAL,G,65,34,17,10,Helsinki,FIN,1983-11-16,,2.0,1.0,2002.0,20032004,76,N,Lehtonen,FIN,L,5,,209
8470594,Marc-Andre Fleury,PIT,G,64,34,20,9,Sorel,CAN,1984-11-28,QC,1.0,1.0,2003.0,20032004,74,N,Fleury,CAN,L,10,,185
8471695,Tuukka Rask,BOS,G,70,34,21,13,Savonlinna,FIN,1987-03-10,,21.0,1.0,2005.0,20072008,75,N,Rask,FIN,L,3,,176
8470645,Corey Crawford,CHI,G,57,32,20,5,Montréal,CAN,1984-12-31,QC,52.0,2.0,2003.0,20052006,74,N,Crawford,CAN,L,2,,216
8474550,Antti Niemi,SJS,G,61,31,23,7,Vantaa,FIN,1983-08-29,,,,,20082009,74,N,Niemi,FIN,L,5,,209
8468685,Henrik Lundqvist,NYR,G,46,30,13,3,Are,SWE,1982-03-02,,205.0,7.0,2000.0,20052006,73,Y,Lundqvist,SWE,L,5,,182
8475683,Sergei Bobrovsky,CBJ,G,51,30,17,3,Novokuznetsk,RUS,1988-09-20,,,,,20102011,74,N,Bobrovsky,RUS,L,2,,180
8468011,Ryan Miller,VAN,G,45,29,15,1,East Lansing,USA,1980-07-17,MI,138.0,5.0,1999.0,20022003,74,N,Miller,USA,L,6,,170
8466141,Roberto Luongo,FLA,G,61,28,19,12,Montréal,CAN,1979-04-04,QC,4.0,1.0,1997.0,19992000,75,Y,Luongo,CAN,L,2,,215
8473575,Semyon Varlamov,COL,G,57,28,20,8,Samara,RUS,1988-04-27,,23.0,1.0,2006.0,20082009,74,N,Varlamov,RUS,L,5,,201
8470880,Brian Elliott,STL,G,46,26,14,3,Newmarket,CAN,1985-04-09,ON,291.0,9.0,2003.0,20072008,74,N,Elliott,CAN,L,5,,221
8471239,Cory Schneider,NJD,G,69,26,31,9,Marblehead,USA,1986-03-18,MA,26.0,1.0,2004.0,20082009,75,N,Schneider,USA,L,5,,214
8473972,Jonas Hiller,CGY,G,52,26,19,4,Felben Wellhausen,CHE,1982-02-12,,,,,20072008,74,N,Hiller,CHE,R,1,,191
8470657,Jimmy Howard,DET,G,53,23,13,11,Syracuse,USA,1984-03-26,NY,64.0,2.0,2003.0,20052006,73,N,Howard,USA,L,2,,218
8470320,Cam Ward,CAR,G,51,22,24,5,Saskatoon,CAN,1984-02-29,SK,25.0,1.0,2002.0,20052006,73,N,Ward,CAN,L,1,,194
8471715,Ondrej Pavelec,WPG,G,50,22,16,8,Kladno,CZE,1987-08-31,,41.0,2.0,2005.0,20072008,75,N,Pavelec,CZE,L,5,,212
8474596,Jake Allen,STL,G,37,22,7,4,Fredericton,CAN,1990-08-07,NB,34.0,2.0,2008.0,20122013,74,N,Allen,CAN,L,4,,197
8473541,Jonathan Bernier,TOR,G,58,21,28,7,Laval,CAN,1988-08-07,QC,11.0,1.0,2006.0,20072008,72,N,Bernier,CAN,L,2,,185
8474636,Michael Hutchinson,WPG,G,38,21,10,5,Barrie,CAN,1990-03-02,ON,77.0,3.0,2008.0,20132014,75,N,Hutchinson,CAN,R,2,,201
8475660,Cam Talbot,NYR,G,36,21,9,4,Caledonia,CAN,1987-07-05,ON,,,,20132014,75,N,Talbot,CAN,L,5,,202
8477202,Andrew Hammond,OTT,G,24,20,1,2,Surrey,CAN,1988-02-11,BC,,,,20132014,74,N,Hammond,CAN,L,3,,215
8473461,Steve Mason,PHI,G,51,18,18,11,Oakville,CAN,1988-05-29,ON,69.0,3.0,2006.0,20082009,76,N,Mason,CAN,R,3,,210
8473523,Jhonas Enroth,"BUF,DAL",G,50,18,26,2,Stockholm,SWE,1988-06-25,,46.0,2.0,2006.0,20092010,70,N,Enroth,SWE,L,2,,175
8475663,Eddie Lack,VAN,G,41,18,13,4,Norrtalje,SWE,1988-01-05,,,,,20132014,76,N,Lack,SWE,L,2,,187
8475852,Petr Mrazek,DET,G,29,16,9,2,Ostrava,CZE,1992-02-14,,141.0,5.0,2010.0,20122013,74,N,Mrazek,CZE,L,3,,192
8471403,Karri Ramo,CGY,G,34,15,9,3,Asikkala,FIN,1986-07-01,,191.0,6.0,2004.0,20062007,74,N,Ramo,FIN,L,2,,206
8475681,Ben Scrivens,EDM,G,57,15,26,11,Spruce Grove,CAN,1986-09-11,AB,,,,20112012,74,N,Scrivens,CAN,L,1,,181
8467950,Craig Anderson,OTT,G,35,14,13,8,Park Ridge,USA,1981-05-21,IL,73.0,3.0,2001.0,20022003,74,N,Anderson,USA,L,3,,187
8469608,Mike Smith,ARI,G,62,14,42,5,Kingston,CAN,1982-03-22,ON,161.0,5.0,2001.0,20062007,77,N,Smith,CAN,L,0,,220
8475311,Darcy Kuemper,MIN,G,31,14,12,2,Saskatoon,CAN,1990-05-05,SK,161.0,6.0,2009.0,20122013,77,N,Kuemper,CAN,L,3,,215
8476434,John Gibson,ANA,G,23,13,8,0,Pittsburgh,USA,1993-07-14,PA,39.0,2.0,2011.0,20132014,75,N,Gibson,USA,L,1,,209
8470147,Curtis McElhinney,CBJ,G,32,12,14,2,London,CAN,1983-05-23,ON,176.0,6.0,2002.0,20072008,73,N,McElhinney,CAN,L,0,,210
8469548,Ray Emery,PHI,G,31,10,11,7,Hamilton,CAN,1982-09-28,ON,99.0,4.0,2001.0,20022003,74,N,Emery,CAN,L,0,,196
8471306,Thomas Greiss,PIT,G,20,9,6,3,Fussen,DEU,1986-01-29,,94.0,3.0,2004.0,20072008,74,N,Greiss,DEU,L,0,,219
8473503,James Reimer,TOR,G,35,9,16,1,Morweena,CAN,1988-03-15,MB,99.0,4.0,2006.0,20102011,74,N,Reimer,CAN,L,0,,200
8474152,Scott Darling,CHI,G,14,9,4,0,Newport News,USA,1988-12-22,VA,153.0,6.0,2007.0,20142015,77,N,Darling,USA,L,1,,226
8475215,Robin Lehner,OTT,G,25,9,12,3,Gothenburg,SWE,1991-07-24,,46.0,2.0,2009.0,20102011,76,N,Lehner,SWE,L,0,,250
8471418,Anton Khudobin,CAR,G,34,8,17,6,Ust-Kamenogorsk,KAZ,1986-05-07,,206.0,7.0,2004.0,20092010,71,N,Khudobin,RUS,L,1,,210
8471774,Alex Stalock,SJS,G,22,8,9,2,Saint Paul,USA,1987-07-28,MN,112.0,4.0,2005.0,20102011,71,N,Stalock,USA,L,2,,170
8473434,Chad Johnson,NYI,G,19,8,8,1,Saskatoon,CAN,1986-06-10,SK,125.0,5.0,2006.0,20092010,75,N,Johnson,CAN,L,0,,197
8473607,Michal Neuvirth,"BUF,NYI",G,32,7,20,4,Ústí nad Labem,CZE,1988-03-23,,34.0,2.0,2006.0,20082009,73,N,Neuvirth,CZE,L,0,,209
8476844,Niklas Svedberg,BOS,G,18,7,5,1,Sollentuna,SWE,1989-09-04,,,,,20132014,73,N,Svedberg,SWE,L,2,,163
8476883,Andrei Vasilevskiy,TBL,G,16,7,5,1,Tyumen,RUS,1994-07-25,,19.0,1.0,2012.0,20142015,76,N,Vasilevskiy,RUS,L,1,,223
8477293,Antti Raanta,CHI,G,14,7,4,1,Rauma,FIN,1989-05-12,,,,,20132014,72,N,Raanta,FIN,L,2,,195
8471219,Al Montoya,FLA,G,20,6,7,2,Chicago,USA,1985-02-13,IL,6.0,1.0,2004.0,20082009,74,N,Montoya,USA,L,0,,200
8474682,Dustin Tokarski,MTL,G,17,6,6,4,Watson,CAN,1989-09-16,SK,122.0,5.0,2008.0,20092010,72,N,Tokarski,CAN,L,0,,198
8474765,Anders Lindback,"DAL,BUF",G,26,6,16,2,Gavle,SWE,1988-05-03,,207.0,7.0,2008.0,20102011,78,N,Lindback,SWE,L,0,,215
8475622,Carter Hutton,NSH,G,18,6,7,4,Thunder Bay,CAN,1985-12-19,ON,,,,20122013,72,N,Hutton,CAN,L,1,,211
8475717,Calvin Pickard,COL,G,16,6,7,3,Moncton,CAN,1992-04-15,NB,49.0,2.0,2010.0,20142015,73,N,Pickard,CAN,L,0,,206
8476234,Keith Kinkaid,NJD,G,19,6,5,4,Farmingville,USA,1989-07-04,NY,,,,20122013,74,N,Kinkaid,USA,L,0,,195
8476839,Viktor Fasth,EDM,G,26,6,15,3,Kalix,SWE,1982-08-08,,,,,20122013,72,N,Fasth,SWE,L,0,,181
8467972,Rob Zepp,PHI,G,10,5,2,0,Scarborough,CAN,1981-09-07,ON,110.0,4.0,2001.0,20142015,74,N,Zepp,CAN,L,0,,198
8473404,Niklas Backstrom,MIN,G,19,5,7,3,Helsinki,FIN,1978-02-13,,,,,20062007,74,N,Backstrom,FIN,L,0,,192
8473499,Reto Berra,COL,G,19,5,4,1,Bülach,CHE,1987-01-03,,106.0,4.0,2006.0,20132014,76,N,Berra,CHE,L,1,,218
8468540,Dan Ellis,FLA,G,8,4,3,1,Saskatoon,CAN,1980-06-19,SK,60.0,2.0,2000.0,20032004,73,N,Ellis,CAN,L,1,,195
8474889,Martin Jones,LAK,G,15,4,5,2,North Vancouver,CAN,1990-01-10,BC,,,,20132014,77,N,Jones,CAN,L,3,,203
8475299,Joni Ortio,CGY,G,6,4,2,0,Turku,FIN,1991-04-16,,171.0,6.0,2009.0,20132014,73,N,Ortio,FIN,L,1,,190
8455710,Martin Brodeur,STL,G,7,3,3,0,Montréal,CAN,1972-05-06,QC,20.0,1.0,1990.0,19911992,74,Y,Brodeur,CAN,L,1,,220
8460705,Evgeni Nabokov,TBL,G,11,3,6,2,Kamenogorsk,KAZ,1975-07-25,,219.0,9.0,1994.0,19992000,72,N,Nabokov,RUS,L,0,,202
8471251,Justin Peters,WSH,G,12,3,6,1,Blyth,CAN,1986-08-30,ON,38.0,2.0,2004.0,20092010,73,N,Peters,CAN,L,0,,210
8473614,Richard Bachman,EDM,G,7,3,2,0,Salt Lake City,USA,1987-07-25,UT,120.0,4.0,2006.0,20102011,70,N,Bachman,USA,L,1,,183
8475361,Jonas Gustavsson,DET,G,7,3,3,1,Danderyd,SWE,1984-10-24,,,,,20092010,76,N,Gustavsson,SWE,L,1,,201
8467391,Jason LaBarbera,ANA,G,5,2,0,1,Burnaby,CAN,1980-01-18,BC,66.0,3.0,1998.0,20002001,75,N,LaBarbera,CAN,L,0,,232
8477084,Mackenzie Skapski,NYR,G,2,2,0,0,Abbotsford,CAN,1994-06-15,BC,170.0,6.0,2013.0,20142015,75,N,Skapski,CAN,L,1,,197
8468524,Ilya Bryzgalov,ANA,G,8,1,4,1,Togliatti,RUS,1980-06-22,,44.0,2.0,2000.0,20012002,75,N,Bryzgalov,RUS,L,0,,213
