playerId,goalieFullName,teamAbbrevs,positionCode,gamesPlayed,wins,losses,otLosses,birthCity,birthCountryCode,birthDate,birthStateProvinceCode,draftOverall,draftRound,draftYear,firstSeasonForGameType,height,isInHallOfFameYn,lastName,nationalityCode,shootsCatches,shutouts,ties,weight
8475683,Sergei Bobrovsky,FLA,G,54,39,7,3,Novokuznetsk,RUS,1988-09-20,,,,,20102011,74,N,Bobrovsky,RUS,L,3,,180
8476883,Andrei Vasilevskiy,TBL,G,63,39,18,5,Tyumen,RUS,1994-07-25,,19.0,1.0,2012.0,20142015,76,N,Vasilevskiy,RUS,L,2,,223
8477424,Juuse Saros,NSH,G,67,38,25,3,Forssa,FIN,1995-04-19,,99.0,4.0,2013.0,20152016,71,N,Saros,FIN,L,4,,180
8474593,Jacob Markstrom,CGY,G,63,37,15,9,Gavle,SWE,1990-01-31,,31.0,2.0,2008.0,20102011,78,N,Markstrom,SWE,L,9,,207
8475311,Darcy Kuemper,COL,G,57,37,12,4,Saskatoon,CAN,1990-05-05,SK,161.0,6.0,2009.0,20122013,77,N,Kuemper,CAN,L,5,,215
8478048,Igor Shesterkin,NYR,G,53,36,13,4,Moscow,RUS,1995-12-30,,118.0,4.0,2014.0,20192020,73,N,Shesterkin,RUS,L,6,,199
8475883,Frederik Andersen,CAR,G,52,35,14,3,Herning,DNK,1989-10-02,,87.0,3.0,2012.0,20132014,76,N,Andersen,DNK,L,4,,229
8477465,Tristan Jarry,PIT,G,58,34,18,6,Surrey,CAN,1995-04-29,BC,44.0,2.0,2013.0,20162017,76,N,Jarry,CAN,L,4,,201
8477967,Thatcher Demko,VAN,G,64,33,22,7,San Diego,USA,1995-12-08,CA,36.0,2.0,2014.0,20172018,76,N,Demko,USA,L,1,,192
8475660,Cam Talbot,MIN,G,49,32,12,4,Caledonia,CAN,1987-07-05,ON,,,,20132014,75,N,Talbot,CAN,L,3,,202
8475789,Jack Campbell,TOR,G,49,31,9,6,Port Huron,USA,1992-01-09,MI,11.0,1.0,2010.0,20132014,75,N,Campbell,USA,L,5,,200
8479979,Jake Oettinger,DAL,G,48,30,15,1,Lakeville,USA,1998-12-18,MN,26.0,1.0,2017.0,20202021,78,N,Oettinger,USA,L,1,,225
8476945,Connor Hellebuyck,WPG,G,66,29,27,10,Commerce,USA,1993-05-19,MI,130.0,5.0,2012.0,20152016,76,N,Hellebuyck,USA,L,4,,207
8470594,Marc-Andre Fleury,"CHI,MIN",G,56,28,23,5,Sorel,CAN,1984-11-28,QC,1.0,1.0,2003.0,20032004,74,N,Fleury,CAN,L,4,,185
8475156,Mikko Koskinen,EDM,G,45,27,12,4,Vantaa,FIN,1988-07-18,,31.0,2.0,2009.0,20102011,79,N,Koskinen,FIN,L,1,,202
8478007,Elvis Merzlikins,CBJ,G,59,27,23,7,Riga,LVA,1994-04-13,,76.0,3.0,2014.0,20192020,75,N,Merzlikins,LVA,L,2,,190
8476999,Linus Ullmark,BOS,G,41,26,10,2,Lugnvik,SWE,1993-07-31,,163.0,6.0,2012.0,20152016,76,N,Ullmark,SWE,L,1,,223
8478009,Ilya Sorokin,NYI,G,52,26,18,8,Mezhdurechensk,RUS,1995-08-04,,78.0,3.0,2014.0,20202021,75,N,Sorokin,RUS,L,7,,189
8478024,Ville Husso,STL,G,40,25,7,6,Helsinki,FIN,1995-02-06,,94.0,4.0,2014.0,20202021,75,N,Husso,FIN,L,2,,205
8471734,Jonathan Quick,LAK,G,46,23,13,9,Milford,USA,1986-01-21,CT,72.0,3.0,2005.0,20072008,73,N,Quick,USA,L,2,,219
8475215,Robin Lehner,VGK,G,44,23,17,2,Gothenburg,SWE,1991-07-24,,46.0,2.0,2009.0,20102011,76,N,Lehner,SWE,L,1,,250
8478492,Ilya Samsonov,WSH,G,44,23,12,5,Magnitogorsk,RUS,1997-02-22,,22.0,1.0,2015.0,20192020,75,N,Samsonov,RUS,L,3,,208
8480280,Jeremy Swayman,BOS,G,41,23,14,3,Anchorage,USA,1998-11-24,AK,111.0,4.0,2017.0,20202021,75,N,Swayman,USA,L,3,,195
8476341,Anton Forsberg,OTT,G,46,22,17,4,Härnösand,SWE,1992-11-27,,188.0,7.0,2011.0,20142015,75,N,Forsberg,SWE,L,1,,200
8477361,Calvin Petersen,LAK,G,37,20,14,2,Waterloo,USA,1994-10-19,IA,129.0,5.0,2013.0,20182019,74,N,Petersen,USA,R,3,,185
8477968,Alex Nedeljkovic,DET,G,59,20,24,9,Parma,USA,1996-01-07,OH,37.0,2.0,2014.0,20162017,72,N,Nedeljkovic,USA,L,4,,205
8477970,Vitek Vanecek,WSH,G,42,20,12,6,Havlickuv Brod,CZE,1996-01-09,,39.0,2.0,2014.0,20202021,74,N,Vanecek,CZE,L,4,,184
8473503,James Reimer,SJS,G,48,19,17,10,Morweena,CAN,1988-03-15,MB,99.0,4.0,2006.0,20102011,74,N,Reimer,CAN,L,1,,200
8481519,Spencer Knight,FLA,G,32,19,9,3,Darien,USA,2001-04-19,CT,13.0,1.0,2019.0,20202021,75,N,Knight,USA,L,2,,191
8475831,Philipp Grubauer,SEA,G,55,18,31,5,Rosenheim,DEU,1991-11-25,,112.0,4.0,2010.0,20122013,73,N,Grubauer,DEU,L,2,,188
8476412,Jordan Binnington,STL,G,37,18,14,4,Richmond Hill,CAN,1993-07-11,ON,88.0,3.0,2011.0,20152016,74,N,Binnington,CAN,L,2,,172
8476434,John Gibson,ANA,G,56,18,26,11,Pittsburgh,USA,1993-07-14,PA,39.0,2.0,2011.0,20132014,75,N,Gibson,USA,L,1,,209
8467950,Craig Anderson,BUF,G,31,17,12,2,Park Ridge,USA,1981-05-21,IL,73.0,3.0,2001.0,20022003,74,N,Anderson,USA,L,0,,187
8469608,Mike Smith,EDM,G,28,16,9,2,Kingston,CAN,1982-03-22,ON,161.0,5.0,2001.0,20062007,77,N,Smith,CAN,L,2,,220
8477293,Antti Raanta,CAR,G,28,15,5,4,Rauma,FIN,1989-05-12,,,,,20132014,72,N,Raanta,FIN,L,2,,195
8480382,Alexandar Georgiev,NYR,G,33,15,10,2,Ruse,BGR,1996-02-10,,,,,20172018,73,N,Georgiev,RUS,L,2,,178
8480925,Pavel Francouz,COL,G,21,15,5,1,Plzen,CZE,1990-06-03,,,,,20182019,72,N,Francouz,CZE,R,2,,179
8478039,Kaapo Kahkonen,"MIN,SJS",G,36,14,14,4,Helsinki,FIN,1996-08-16,,109.0,4.0,2014.0,20192020,74,N,Kahkonen,FIN,L,0,,217
8475809,Scott Wedgewood,"NJD,ARI,DAL",G,37,13,15,6,Brampton,CAN,1992-08-14,ON,84.0,3.0,2010.0,20152016,74,N,Wedgewood,CAN,L,1,,201
8478435,Dan Vladar,CGY,G,23,13,6,2,Prague,CZE,1997-08-20,,75.0,3.0,2015.0,20202021,77,N,Vladar,CZE,L,2,,209
8478872,Karel Vejmelka,ARI,G,52,13,32,3,Trebic,CZE,1996-05-25,,145.0,5.0,2015.0,20212022,76,N,Vejmelka,CZE,R,1,,221
8479394,Carter Hart,PHI,G,45,13,24,7,Sherwood Park,CAN,1998-08-13,AB,48.0,2.0,2016.0,20182019,74,N,Hart,CAN,L,1,,196
8474889,Martin Jones,PHI,G,35,12,18,3,North Vancouver,CAN,1990-01-10,BC,,,,20132014,77,N,Jones,CAN,L,0,,203
8475852,Petr Mrazek,TOR,G,20,12,6,0,Ostrava,CZE,1992-02-14,,141.0,5.0,2010.0,20122013,74,N,Mrazek,CZE,L,0,,192
8476932,Anthony Stolarz,ANA,G,28,12,8,3,Edison,USA,1994-01-20,NJ,45.0,2.0,2012.0,20162017,78,N,Stolarz,USA,L,3,,248
8470880,Brian Elliott,TBL,G,19,11,4,3,Newmarket,CAN,1985-04-09,ON,291.0,9.0,2003.0,20072008,74,N,Elliott,CAN,L,1,,221
8479193,Casey DeSmith,PIT,G,26,11,6,5,Rochester,USA,1991-08-13,NH,,,,20172018,72,N,DeSmith,USA,L,3,,188
8471306,Thomas Greiss,DET,G,31,10,15,1,Fussen,DEU,1986-01-29,,94.0,3.0,2004.0,20072008,74,N,Greiss,DEU,L,0,,219
