playerId,goalieFullName,teamAbbrevs,positionCode,gamesPlayed,wins,losses,otLosses,birthCity,birthCountryCode,birthDate,birthStateProvinceCode,draftOverall,draftRound,draftYear,firstSeasonForGameType,height,isInHallOfFameYn,lastName,nationalityCode,shootsCatches,shutouts,ties,weight
8476883,Andrei Vasilevskiy,TBL,G,65,44,17,3,Tyumen,RUS,1994-07-25,,19.0,1.0,2012.0,20142015,76,N,Vasilevskiy,RUS,L,8,,223
8476945,Connor Hellebuyck,WPG,G,67,44,11,9,Commerce,USA,1993-05-19,MI,130.0,5.0,2012.0,20152016,76,N,Hellebuyck,USA,L,6,,207
8471469,Pekka Rinne,NSH,G,59,42,13,4,Kempele,FIN,1982-11-03,,258.0,8.0,2004.0,20052006,77,N,Rinne,FIN,L,8,,217
8475883,Frederik Andersen,TOR,G,66,38,21,5,Herning,DNK,1989-10-02,,87.0,3.0,2012.0,20132014,76,N,Andersen,DNK,L,5,,229
8475683,Sergei Bobrovsky,CBJ,G,65,37,22,6,Novokuznetsk,RUS,1988-09-20,,,,,20102011,74,N,Bobrovsky,RUS,L,5,,180
8471227,Devan Dubnyk,MIN,G,60,35,16,7,Regina,CAN,1986-05-04,SK,14.0,1.0,2004.0,20092010,78,N,Dubnyk,CAN,L,5,,224
8471695,Tuukka Rask,BOS,G,54,34,14,5,Savonlinna,FIN,1987-03-10,,21.0,1.0,2005.0,20072008,75,N,Rask,FIN,L,3,,176
8474651,Braden Holtby,WSH,G,54,34,16,4,Lloydminster,CAN,1989-09-16,SK,93.0,4.0,2008.0,20102011,73,N,Holtby,CAN,L,0,,215
8471734,Jonathan Quick,LAK,G,64,33,28,3,Milford,USA,1986-01-21,CT,72.0,3.0,2005.0,20072008,73,N,Quick,USA,L,5,,219
8475660,Cam Talbot,EDM,G,67,31,31,3,Caledonia,CAN,1987-07-05,ON,,,,20132014,75,N,Talbot,CAN,L,1,,202
8476434,John Gibson,ANA,G,60,31,18,7,Pittsburgh,USA,1993-07-14,PA,39.0,2.0,2011.0,20132014,75,N,Gibson,USA,L,4,,209
