playerId,goalieFullName,teamAbbrevs,positionCode,gamesPlayed,wins,losses,otLosses,birthCity,birthCountryCode,birthDate,birthStateProvinceCode,draftOverall,draftRound,draftYear,firstSeasonForGameType,height,isInHallOfFameYn,lastName,nationalityCode,shootsCatches,shutouts,ties,weight
8476883,Andrei Vasilevskiy,TBL,G,53,39,10,4,Tyumen,RUS,1994-07-25,,19.0,1.0,2012.0,20142015,76,N,Vasilevskiy,RUS,L,6,,223
8475683,Sergei Bobrovsky,CBJ,G,62,37,24,1,Novokuznetsk,RUS,1988-09-20,,,,,20102011,74,N,Bobrovsky,RUS,L,9,,180
8474889,Martin Jones,SJS,G,62,36,19,5,North Vancouver,CAN,1990-01-10,BC,,,,20132014,77,N,Jones,CAN,L,3,,203
8475883,Frederik Andersen,TOR,G,60,36,16,7,Herning,DNK,1989-10-02,,87.0,3.0,2012.0,20132014,76,N,Andersen,DNK,L,1,,229
8470594,Marc-Andre Fleury,VGK,G,61,35,21,5,Sorel,CAN,1984-11-28,QC,1.0,1.0,2003.0,20032004,74,N,Fleury,CAN,L,8,,185
8471679,Carey Price,MTL,G,66,35,24,6,Anahim Lake,CAN,1987-08-16,BC,5.0,1.0,2005.0,20072008,75,N,Price,CAN,L,4,,217
8476945,Connor Hellebuyck,WPG,G,63,34,23,3,Commerce,USA,1993-05-19,MI,130.0,5.0,2012.0,20152016,76,N,Hellebuyck,USA,L,2,,207
8474651,Braden Holtby,WSH,G,59,32,19,5,Lloydminster,CAN,1989-09-16,SK,93.0,4.0,2008.0,20102011,73,N,Holtby,CAN,L,3,,215
8471227,Devan Dubnyk,MIN,G,67,31,28,6,Regina,CAN,1986-05-04,SK,14.0,1.0,2004.0,20092010,78,N,Dubnyk,CAN,L,2,,224
8471469,Pekka Rinne,NSH,G,56,30,19,4,Kempele,FIN,1982-11-03,,258.0,8.0,2004.0,20052006,77,N,Rinne,FIN,L,4,,217
8476899,Matt Murray,PIT,G,50,29,14,6,Thunder Bay,CAN,1994-05-25,ON,83.0,3.0,2012.0,20152016,77,N,Murray,CAN,L,4,,220
8474593,Jacob Markstrom,VAN,G,60,28,23,9,Gavle,SWE,1990-01-31,,31.0,2.0,2008.0,20102011,78,N,Markstrom,SWE,L,1,,207
8471695,Tuukka Rask,BOS,G,46,27,13,5,Savonlinna,FIN,1987-03-10,,21.0,1.0,2005.0,20072008,75,N,Rask,FIN,L,4,,176
8471750,Ben Bishop,DAL,G,46,27,15,2,Denver,USA,1986-11-21,CO,85.0,3.0,2005.0,20082009,79,N,Bishop,USA,L,7,,210
8475311,Darcy Kuemper,ARI,G,55,27,20,8,Saskatoon,CAN,1990-05-05,SK,161.0,6.0,2009.0,20122013,77,N,Kuemper,CAN,L,5,,215
8479496,David Rittich,CGY,G,45,27,9,5,Jihlava,CZE,1992-08-19,,,,,20162017,75,N,Rittich,CZE,L,1,,200
8476434,John Gibson,ANA,G,58,26,22,8,Pittsburgh,USA,1993-07-14,PA,39.0,2.0,2011.0,20132014,75,N,Gibson,USA,L,2,,209
8475156,Mikko Koskinen,EDM,G,55,25,21,6,Vantaa,FIN,1988-07-18,,31.0,2.0,2009.0,20102011,79,N,Koskinen,FIN,L,4,,202
8475215,Robin Lehner,NYI,G,46,25,13,5,Gothenburg,SWE,1991-07-24,,46.0,2.0,2009.0,20102011,76,N,Lehner,SWE,L,6,,250
8476412,Jordan Binnington,STL,G,32,24,5,1,Richmond Hill,CAN,1993-07-11,ON,88.0,3.0,2011.0,20152016,74,N,Binnington,CAN,L,5,,172
8469608,Mike Smith,CGY,G,42,23,16,2,Kingston,CAN,1982-03-22,ON,161.0,5.0,2001.0,20062007,77,N,Smith,CAN,L,2,,220
8470657,Jimmy Howard,DET,G,55,23,22,5,Syracuse,USA,1984-03-26,NY,64.0,2.0,2003.0,20052006,73,N,Howard,USA,L,0,,218
8471306,Thomas Greiss,NYI,G,43,23,14,2,Fussen,DEU,1986-01-29,,94.0,3.0,2004.0,20072008,74,N,Greiss,DEU,L,5,,219
8475852,Petr Mrazek,CAR,G,40,23,14,3,Ostrava,CZE,1992-02-14,,141.0,5.0,2010.0,20122013,74,N,Mrazek,CZE,L,4,,192
8470860,Jaroslav Halak,BOS,G,40,22,11,4,Bratislava,SVK,1985-05-13,,271.0,9.0,2003.0,20062007,71,N,Halak,SVK,L,5,,189
8475839,Louis Domingue,TBL,G,26,21,5,0,St-Hyacinthe,CAN,1992-03-06,QC,138.0,5.0,2010.0,20142015,75,N,Domingue,CAN,R,0,,207
8470147,Curtis McElhinney,CAR,G,33,20,11,2,London,CAN,1983-05-23,ON,176.0,6.0,2002.0,20072008,73,N,McElhinney,CAN,L,2,,210
8473575,Semyon Varlamov,COL,G,49,20,19,9,Samara,RUS,1988-04-27,,23.0,1.0,2006.0,20082009,74,N,Varlamov,RUS,L,2,,201
8474596,Jake Allen,STL,G,46,19,17,8,Fredericton,CAN,1990-08-07,NB,34.0,2.0,2008.0,20122013,74,N,Allen,CAN,L,3,,197
8466141,Roberto Luongo,FLA,G,43,18,16,5,Montréal,CAN,1979-04-04,QC,4.0,1.0,1997.0,19992000,75,Y,Luongo,CAN,L,1,,215
8468685,Henrik Lundqvist,NYR,G,52,18,23,10,Are,SWE,1982-03-02,,205.0,7.0,2000.0,20052006,73,Y,Lundqvist,SWE,L,0,,182
8475622,Carter Hutton,BUF,G,50,18,25,5,Thunder Bay,CAN,1985-12-19,ON,,,,20122013,72,N,Hutton,CAN,L,0,,211
8475831,Philipp Grubauer,COL,G,37,18,9,5,Rosenheim,DEU,1991-11-25,,112.0,4.0,2010.0,20122013,73,N,Grubauer,DEU,L,3,,188
8467950,Craig Anderson,OTT,G,50,17,27,4,Park Ridge,USA,1981-05-21,IL,73.0,3.0,2001.0,20022003,74,N,Anderson,USA,L,2,,187
8477424,Juuse Saros,NSH,G,31,17,10,2,Forssa,FIN,1995-04-19,,99.0,4.0,2013.0,20152016,71,N,Saros,FIN,L,3,,180
8470320,Cam Ward,CHI,G,33,16,12,4,Saskatoon,CAN,1984-02-29,SK,25.0,1.0,2002.0,20052006,73,N,Ward,CAN,L,0,,194
8471418,Anton Khudobin,DAL,G,41,16,17,5,Ust-Kamenogorsk,KAZ,1986-05-07,,206.0,7.0,2004.0,20092010,71,N,Khudobin,RUS,L,2,,210
8471734,Jonathan Quick,LAK,G,46,16,23,7,Milford,USA,1986-01-21,CT,72.0,3.0,2005.0,20072008,73,N,Quick,USA,L,2,,219
8477831,Pheonix Copley,WSH,G,27,16,7,3,North Pole,USA,1992-01-18,AK,,,,20152016,76,N,Copley,USA,L,1,,205
8479394,Carter Hart,PHI,G,31,16,13,1,Sherwood Park,CAN,1998-08-13,AB,48.0,2.0,2016.0,20182019,74,N,Hart,CAN,L,0,,196
8476234,Keith Kinkaid,NJD,G,41,15,18,6,Farmingville,USA,1989-07-04,NY,,,,20122013,74,N,Kinkaid,USA,L,3,,195
8476999,Linus Ullmark,BUF,G,37,15,14,5,Lugnvik,SWE,1993-07-31,,163.0,6.0,2012.0,20152016,76,N,Ullmark,SWE,L,2,,223
8479193,Casey DeSmith,PIT,G,36,15,11,5,Rochester,USA,1991-08-13,NH,,,,20172018,72,N,DeSmith,USA,L,3,,188
8470645,Corey Crawford,CHI,G,39,14,18,5,Montréal,CAN,1984-12-31,QC,52.0,2.0,2003.0,20052006,74,N,Crawford,CAN,L,2,,216
8475195,Anders Nilsson,"VAN,OTT",G,36,14,19,1,Lulea,SWE,1990-03-19,,62.0,3.0,2009.0,20112012,78,N,Nilsson,SWE,L,2,,232
