playerId,goalieFullName,teamAbbrevs,positionCode,gamesPlayed,wins,losses,otLosses,birthCity,birthCountryCode,birthDate,birthStateProvinceCode,draftOverall,draftRound,draftYear,firstSeasonForGameType,height,isInHallOfFameYn,lastName,nationalityCode,shootsCatches,shutouts,ties,weight
8474651,Braden Holtby,WSH,G,63,42,13,6,Lloydminster,CAN,1989-09-16,SK,93.0,4.0,2008.0,20102011,73,N,Holtby,CAN,L,9,,215
8475660,Cam Talbot,EDM,G,73,42,22,8,Caledonia,CAN,1987-07-05,ON,,,,20132014,75,N,Talbot,CAN,L,7,,202
8475683,Sergei Bobrovsky,CBJ,G,63,41,17,5,Novokuznetsk,RUS,1988-09-20,,,,,20102011,74,N,Bobrovsky,RUS,L,7,,180
8471227,Devan Dubnyk,MIN,G,65,40,19,5,Regina,CAN,1986-05-04,SK,14.0,1.0,2004.0,20092010,78,N,Dubnyk,CAN,L,5,,224
8471679,Carey Price,MTL,G,62,37,20,5,Anahim Lake,CAN,1987-08-16,BC,5.0,1.0,2005.0,20072008,75,N,Price,CAN,L,3,,217
8471695,Tuukka Rask,BOS,G,65,37,20,5,Savonlinna,FIN,1987-03-10,,21.0,1.0,2005.0,20072008,75,N,Rask,FIN,L,8,,176
8474889,Martin Jones,SJS,G,65,35,23,6,North Vancouver,CAN,1990-01-10,BC,,,,20132014,77,N,Jones,CAN,L,2,,203
8474596,Jake Allen,STL,G,61,33,20,5,Fredericton,CAN,1990-08-07,NB,34.0,2.0,2008.0,20122013,74,N,Allen,CAN,L,4,,197
8475883,Frederik Andersen,TOR,G,66,33,16,14,Herning,DNK,1989-10-02,,87.0,3.0,2012.0,20132014,76,N,Andersen,DNK,L,4,,229
8470645,Corey Crawford,CHI,G,55,32,18,4,Montréal,CAN,1984-12-31,QC,52.0,2.0,2003.0,20052006,74,N,Crawford,CAN,L,2,,216
8476899,Matt Murray,PIT,G,49,32,10,4,Thunder Bay,CAN,1994-05-25,ON,83.0,3.0,2012.0,20152016,77,N,Murray,CAN,L,4,,220
8468685,Henrik Lundqvist,NYR,G,57,31,20,4,Are,SWE,1982-03-02,,205.0,7.0,2000.0,20052006,73,Y,Lundqvist,SWE,L,2,,182
8471469,Pekka Rinne,NSH,G,61,31,19,9,Kempele,FIN,1982-11-03,,258.0,8.0,2004.0,20052006,77,N,Rinne,FIN,L,3,,217
8469514,Peter Budaj,"LAK,TBL",G,60,30,21,3,Banská Bystrica,SVK,1982-09-18,,63.0,2.0,2001.0,20052006,73,N,Budaj,SVK,L,7,,196
8470320,Cam Ward,CAR,G,61,26,22,12,Saskatoon,CAN,1984-02-29,SK,25.0,1.0,2002.0,20052006,73,N,Ward,CAN,L,2,,194
8470880,Brian Elliott,CGY,G,49,26,18,3,Newmarket,CAN,1985-04-09,ON,291.0,9.0,2003.0,20072008,74,N,Elliott,CAN,L,2,,221
8471306,Thomas Greiss,NYI,G,51,26,18,5,Fussen,DEU,1986-01-29,,94.0,3.0,2004.0,20072008,74,N,Greiss,DEU,L,3,,219
8473461,Steve Mason,PHI,G,58,26,21,8,Oakville,CAN,1988-05-29,ON,69.0,3.0,2006.0,20082009,76,N,Mason,CAN,R,3,,210
8476945,Connor Hellebuyck,WPG,G,56,26,19,4,Commerce,USA,1993-05-19,MI,130.0,5.0,2012.0,20152016,76,N,Hellebuyck,USA,L,4,,207
8467950,Craig Anderson,OTT,G,40,25,11,4,Park Ridge,USA,1981-05-21,IL,73.0,3.0,2001.0,20022003,74,N,Anderson,USA,L,5,,187
8476434,John Gibson,ANA,G,52,25,16,9,Pittsburgh,USA,1993-07-14,PA,39.0,2.0,2011.0,20132014,75,N,Gibson,USA,L,6,,209
8475215,Robin Lehner,BUF,G,59,23,26,8,Gothenburg,SWE,1991-07-24,,46.0,2.0,2009.0,20102011,76,N,Lehner,SWE,L,2,,250
8476883,Andrei Vasilevskiy,TBL,G,50,23,17,7,Tyumen,RUS,1994-07-25,,19.0,1.0,2012.0,20142015,76,N,Vasilevskiy,RUS,L,2,,223
8470140,Kari Lehtonen,DAL,G,59,22,25,7,Helsinki,FIN,1983-11-16,,2.0,1.0,2002.0,20032004,76,N,Lehtonen,FIN,L,3,,209
8473541,Jonathan Bernier,ANA,G,39,21,7,4,Laval,CAN,1988-08-07,QC,11.0,1.0,2006.0,20072008,72,N,Bernier,CAN,L,2,,185
8471239,Cory Schneider,NJD,G,60,20,27,11,Marblehead,USA,1986-03-18,MA,26.0,1.0,2004.0,20082009,75,N,Schneider,USA,L,2,,214
8469608,Mike Smith,ARI,G,55,19,26,9,Kingston,CAN,1982-03-22,ON,161.0,5.0,2001.0,20062007,77,N,Smith,CAN,L,3,,220
8477237,Mike Condon,"PIT,OTT",G,41,19,14,6,Holliston,USA,1990-04-27,MA,,,,20152016,74,N,Condon,USA,L,5,,196
8468011,Ryan Miller,VAN,G,54,18,29,6,East Lansing,USA,1980-07-17,MI,138.0,5.0,1999.0,20022003,74,N,Miller,USA,L,3,,170
8470594,Marc-Andre Fleury,PIT,G,38,18,10,7,Sorel,CAN,1984-11-28,QC,1.0,1.0,2003.0,20032004,74,N,Fleury,CAN,L,1,,185
8471750,Ben Bishop,"TBL,LAK",G,39,18,15,5,Denver,USA,1986-11-21,CO,85.0,3.0,2005.0,20082009,79,N,Bishop,USA,L,1,,210
8473434,Chad Johnson,CGY,G,36,18,15,1,Saskatoon,CAN,1986-06-10,SK,125.0,5.0,2006.0,20092010,75,N,Johnson,CAN,L,3,,197
8473503,James Reimer,FLA,G,43,18,16,5,Morweena,CAN,1988-03-15,MB,99.0,4.0,2006.0,20102011,74,N,Reimer,CAN,L,3,,200
8474152,Scott Darling,CHI,G,32,18,5,5,Newport News,USA,1988-12-22,VA,153.0,6.0,2007.0,20142015,77,N,Darling,USA,L,2,,226
8475852,Petr Mrazek,DET,G,50,18,21,9,Ostrava,CZE,1992-02-14,,141.0,5.0,2010.0,20122013,74,N,Mrazek,CZE,L,1,,192
8466141,Roberto Luongo,FLA,G,40,17,15,6,Montréal,CAN,1979-04-04,QC,4.0,1.0,1997.0,19992000,75,Y,Luongo,CAN,L,1,,215
8477293,Antti Raanta,NYR,G,30,16,8,2,Rauma,FIN,1989-05-12,,,,,20132014,72,N,Raanta,FIN,L,4,,195
8475717,Calvin Pickard,COL,G,50,15,31,2,Moncton,CAN,1992-04-15,NB,49.0,2.0,2010.0,20142015,73,N,Pickard,CAN,L,2,,206
8475622,Carter Hutton,STL,G,30,13,8,2,Thunder Bay,CAN,1985-12-19,ON,,,,20122013,72,N,Hutton,CAN,L,4,,211
8475831,Philipp Grubauer,WSH,G,24,13,6,2,Rosenheim,DEU,1991-11-25,,112.0,4.0,2010.0,20122013,73,N,Grubauer,DEU,L,3,,188
8470860,Jaroslav Halak,NYI,G,28,12,9,5,Bratislava,SVK,1985-05-13,,271.0,9.0,2003.0,20062007,71,N,Halak,SVK,L,2,,189
8474550,Antti Niemi,DAL,G,37,12,12,4,Vantaa,FIN,1983-08-29,,,,,20082009,74,N,Niemi,FIN,L,0,,209
