playerId,goalieFullName,teamAbbrevs,positionCode,gamesPlayed,wins,losses,otLosses,birthCity,birthCountryCode,birthDate,birthStateProvinceCode,draftOverall,draftRound,draftYear,firstSeasonForGameType,height,isInHallOfFameYn,lastName,nationalityCode,shootsCatches,shutouts,ties,weight
8476883,Andrei Vasilevskiy,TBL,G,58,39,15,4,Tyumen,RUS,1994-07-25,,19.0,1.0,2012.0,20142015,76,N,Vasilevskiy,RUS,L,2,,223
8478872,Karel Vejmelka,UTA,G,64,38,20,3,Trebic,CZE,1996-05-25,,145.0,5.0,2015.0,20212022,76,N,Vejmelka,CZE,R,2,,221
8479979,Jake Oettinger,DAL,G,54,35,12,6,Lakeville,USA,1998-12-18,MN,26.0,1.0,2017.0,20202021,78,N,Oettinger,USA,L,4,,225
8475809,Scott Wedgewood,COL,G,45,31,6,6,Brampton,CAN,1992-08-14,ON,84.0,3.0,2010.0,20152016,74,N,Wedgewood,CAN,L,4,,201
8480280,Jeremy Swayman,BOS,G,55,31,18,4,Anchorage,USA,1998-11-24,AK,111.0,4.0,2017.0,20202021,75,N,Swayman,USA,L,2,,195
8480313,Logan Thompson,WSH,G,58,31,21,6,Calgary,CAN,1997-02-25,AB,,,,20202021,76,N,Thompson,CAN,R,4,,207
8483548,Brandon Bussi,CAR,G,39,31,6,2,Sound Beach,USA,1998-06-25,NY,,,,20252026,76,N,Bussi,USA,R,2,,218
8480843,Lukas Dostal,ANA,G,56,30,20,4,Brno,CZE,2000-06-22,,85.0,3.0,2018.0,20212022,74,N,Dostal,CZE,L,0,,190
8476434,John Gibson,DET,G,57,29,22,4,Pittsburgh,USA,1993-07-14,PA,39.0,2.0,2011.0,20132014,75,N,Gibson,USA,L,4,,209
8478009,Ilya Sorokin,NYI,G,55,29,24,2,Mezhdurechensk,RUS,1995-08-04,,78.0,3.0,2014.0,20202021,75,N,Sorokin,RUS,L,7,,189
8478435,Dan Vladar,PHI,G,52,29,14,7,Prague,CZE,1997-08-20,,75.0,3.0,2015.0,20202021,77,N,Vladar,CZE,L,0,,209
8482487,Jakub Dobes,MTL,G,43,29,10,4,Ostrava,CZE,2001-05-27,,136.0,5.0,2020.0,20242025,76,N,Dobes,CZE,L,0,,215
8476999,Linus Ullmark,OTT,G,49,28,12,8,Lugnvik,SWE,1993-07-31,,163.0,6.0,2012.0,20152016,76,N,Ullmark,SWE,L,3,,223
8477424,Juuse Saros,NSH,G,59,28,22,8,Forssa,FIN,1995-04-19,,99.0,4.0,2013.0,20152016,71,N,Saros,FIN,L,0,,180
8479406,Filip Gustavsson,MIN,G,50,28,15,6,Skelleftea,SWE,1998-06-07,,55.0,2.0,2016.0,20202021,74,N,Gustavsson,SWE,L,4,,184
8475683,Sergei Bobrovsky,FLA,G,52,27,23,1,Novokuznetsk,RUS,1988-09-20,,,,,20102011,74,N,Bobrovsky,RUS,L,4,,180
8482982,Jet Greaves,CBJ,G,55,26,19,9,Cambridge,CAN,2001-03-30,ON,,,,20222023,72,N,Greaves,CAN,L,2,,188
8478048,Igor Shesterkin,NYR,G,51,25,19,6,Moscow,RUS,1995-12-30,,118.0,4.0,2014.0,20192020,73,N,Shesterkin,RUS,L,1,,199
8480981,Joel Hofer,STL,G,46,24,13,5,Winnipeg,CAN,2000-07-30,MB,107.0,4.0,2018.0,20212022,77,N,Hofer,CAN,L,6,,193
8474593,Jacob Markstrom,NJD,G,44,23,19,1,Gavle,SWE,1990-01-31,,31.0,2.0,2008.0,20102011,78,N,Markstrom,SWE,L,1,,207
8476945,Connor Hellebuyck,WPG,G,57,23,23,11,Commerce,USA,1993-05-19,MI,130.0,5.0,2012.0,20152016,76,N,Hellebuyck,USA,L,0,,207
8478406,Mackenzie Blackwood,COL,G,39,23,10,2,Thunder Bay,CAN,1996-12-09,ON,42.0,2.0,2015.0,20182019,76,N,Blackwood,CAN,L,3,,225
8479973,Stuart Skinner,"EDM,PIT",G,50,23,17,9,Edmonton,CAN,1998-11-01,AB,78.0,3.0,2017.0,20202021,76,N,Skinner,CAN,L,2,,215
8481692,Dustin Wolf,CGY,G,57,23,29,3,Gilroy,USA,2001-04-16,CA,214.0,7.0,2019.0,20222023,72,N,Wolf,USA,L,2,,166
8480045,Ukko-Pekka Luukkonen,BUF,G,35,22,9,3,Espoo,FIN,1999-03-09,,54.0,2.0,2017.0,20202021,77,N,Luukkonen,FIN,L,1,,223
8482137,Yaroslav Askarov,SJS,G,47,21,20,4,Omsk,RUS,2002-06-16,,11.0,1.0,2020.0,20222023,75,N,Askarov,RUS,R,0,,180
8478916,Joey Daccord,SEA,G,47,20,20,6,Boston,USA,1996-08-19,MA,199.0,7.0,2015.0,20182019,74,N,Daccord,USA,L,2,,201
8479312,Alex Lyon,BUF,G,36,20,10,4,Baudette,USA,1992-12-09,MN,,,,20172018,73,N,Lyon,USA,L,3,,199
8475311,Darcy Kuemper,LAK,G,50,19,14,15,Saskatoon,CAN,1990-05-05,SK,161.0,6.0,2009.0,20122013,77,N,Kuemper,CAN,L,3,,215
8481519,Spencer Knight,CHI,G,55,19,25,11,Darien,USA,2001-04-19,CT,13.0,1.0,2019.0,20202021,75,N,Knight,USA,L,3,,191
8481668,Arturs Silovs,PIT,G,39,19,12,8,Riga,LVA,2001-03-22,,156.0,6.0,2019.0,20222023,76,N,Silovs,LVA,L,2,,208
8477465,Tristan Jarry,"PIT,EDM",G,33,18,9,3,Surrey,CAN,1995-04-29,BC,44.0,2.0,2013.0,20162017,76,N,Jarry,CAN,L,2,,201
8477968,Alex Nedeljkovic,SJS,G,40,18,14,4,Parma,USA,1996-01-07,OH,37.0,2.0,2014.0,20162017,72,N,Nedeljkovic,USA,L,0,,205
8482661,Jesper Wallstedt,MIN,G,35,18,9,6,Vasteras,SWE,2002-11-14,,20.0,1.0,2021.0,20232024,75,N,Wallstedt,SWE,L,4,,214
8474596,Jake Allen,NJD,G,37,17,17,2,Fredericton,CAN,1990-08-07,NB,34.0,2.0,2008.0,20122013,74,N,Allen,CAN,L,1,,197
8475883,Frederik Andersen,CAR,G,35,16,14,5,Herning,DNK,1989-10-02,,87.0,3.0,2012.0,20132014,76,N,Andersen,DNK,L,0,,229
8476341,Anton Forsberg,LAK,G,36,16,12,5,Härnösand,SWE,1992-11-27,,188.0,7.0,2011.0,20142015,75,N,Forsberg,SWE,L,3,,200
8478971,Connor Ingram,EDM,G,32,16,10,3,Saskatoon,CAN,1997-03-31,SK,88.0,3.0,2016.0,20212022,73,N,Ingram,CAN,L,2,,218
8481033,Akira Schmid,VGK,G,34,16,10,6,Bern,CHE,2000-05-12,,136.0,5.0,2018.0,20212022,77,N,Schmid,CHE,L,2,,190
8479193,Casey DeSmith,DAL,G,30,15,8,6,Rochester,USA,1991-08-13,NH,,,,20172018,72,N,DeSmith,USA,L,1,,188
8479361,Joseph Woll,TOR,G,39,15,16,7,Dardenne Prairie,USA,1998-07-12,MO,62.0,3.0,2016.0,20212022,75,N,Woll,USA,L,2,,212
8476914,Joonas Korpisalo,BOS,G,31,14,9,6,Pori,FIN,1994-04-28,,62.0,3.0,2012.0,20152016,76,N,Korpisalo,FIN,L,1,,200
8478007,Elvis Merzlikins,CBJ,G,30,14,11,3,Riga,LVA,1994-04-13,,76.0,3.0,2014.0,20192020,75,N,Merzlikins,LVA,L,1,,190
8479496,David Rittich,NYI,G,30,14,10,3,Jihlava,CZE,1992-08-19,,,,,20162017,75,N,Rittich,CZE,L,2,,200
8481035,Samuel Ersson,PHI,G,33,14,11,5,Falun,SWE,1999-10-20,,143.0,5.0,2018.0,20222023,75,N,Ersson,SWE,L,0,,194
8475831,Philipp Grubauer,SEA,G,32,13,12,4,Rosenheim,DEU,1991-11-25,,112.0,4.0,2010.0,20122013,73,N,Grubauer,DEU,L,0,,188
