playerId,goalieFullName,teamAbbrevs,positionCode,gamesPlayed,wins,losses,otLosses,birthCity,birthCountryCode,birthDate,birthStateProvinceCode,draftOverall,draftRound,draftYear,firstSeasonForGameType,height,isInHallOfFameYn,lastName,nationalityCode,shootsCatches,shutouts,ties,weight
8455710,Martin Brodeur,NJD,G,77,45,25,6,Montréal,CAN,1972-05-06,QC,20.0,1.0,1990.0,19911992,74,Y,Brodeur,CAN,L,9,,220
8460705,Evgeni Nabokov,SJS,G,71,44,16,10,Kamenogorsk,KAZ,1975-07-25,,219.0,9.0,1994.0,19992000,72,N,Nabokov,RUS,L,3,,202
8468524,Ilya Bryzgalov,PHX,G,69,42,20,6,Togliatti,RUS,1980-06-22,,44.0,2.0,2000.0,20012002,75,N,Bryzgalov,RUS,L,8,,213
8468011,Ryan Miller,BUF,G,69,41,18,8,East Lansing,USA,1980-07-17,MI,138.0,5.0,1999.0,20022003,74,N,Miller,USA,L,5,,170
8466141,Roberto Luongo,VAN,G,68,40,22,4,Montréal,CAN,1979-04-04,QC,4.0,1.0,1997.0,19992000,75,Y,Luongo,CAN,L,4,,215
8471734,Jonathan Quick,LAK,G,72,39,24,7,Milford,USA,1986-01-21,CT,72.0,3.0,2005.0,20072008,73,N,Quick,USA,L,4,,219
8467950,Craig Anderson,COL,G,71,38,25,7,Park Ridge,USA,1981-05-21,IL,73.0,3.0,2001.0,20022003,74,N,Anderson,USA,L,7,,187
8470594,Marc-Andre Fleury,PIT,G,67,37,21,6,Sorel,CAN,1984-11-28,QC,1.0,1.0,2003.0,20032004,74,N,Fleury,CAN,L,1,,185
8470657,Jimmy Howard,DET,G,63,37,15,10,Syracuse,USA,1984-03-26,NY,64.0,2.0,2003.0,20052006,73,N,Howard,USA,L,3,,218
8462147,Miikka Kiprusoff,CGY,G,73,35,28,10,Turku,FIN,1976-10-26,,116.0,5.0,1995.0,20002001,73,N,Kiprusoff,FIN,L,4,,185
8468685,Henrik Lundqvist,NYR,G,73,35,27,10,Are,SWE,1982-03-02,,205.0,7.0,2000.0,20052006,73,Y,Lundqvist,SWE,L,4,,182
8471469,Pekka Rinne,NSH,G,58,32,16,5,Kempele,FIN,1982-11-03,,258.0,8.0,2004.0,20052006,77,N,Rinne,FIN,L,7,,217
8460535,Jose Theodore,WSH,G,47,30,7,7,Laval,CAN,1976-09-13,QC,44.0,2.0,1994.0,19951996,71,N,Theodore,CAN,R,1,,172
8462152,Chris Mason,STL,G,61,30,22,8,Red Deer,CAN,1976-04-20,AB,122.0,5.0,1995.0,19981999,72,N,Mason,CAN,L,2,,198
8473972,Jonas Hiller,ANA,G,59,30,23,4,Felben Wellhausen,CHE,1982-02-12,,,,,20072008,74,N,Hiller,CHE,R,2,,191
8470880,Brian Elliott,OTT,G,55,29,18,4,Newmarket,CAN,1985-04-09,ON,291.0,9.0,2003.0,20072008,74,N,Elliott,CAN,L,5,,221
8469658,Cristobal Huet,CHI,G,48,26,14,4,Saint-Martin-d'Hères,FRA,1975-09-03,,214.0,7.0,2001.0,20022003,73,N,Huet,FRA,L,4,,205
8470860,Jaroslav Halak,MTL,G,45,26,13,5,Bratislava,SVK,1985-05-13,,271.0,9.0,2003.0,20062007,71,N,Halak,SVK,L,5,,189
8473404,Niklas Backstrom,MIN,G,60,26,23,8,Helsinki,FIN,1978-02-13,,,,,20062007,74,N,Backstrom,FIN,L,2,,192
8474550,Antti Niemi,CHI,G,39,26,7,4,Vantaa,FIN,1983-08-29,,,,,20082009,74,N,Niemi,FIN,L,7,,209
8460712,Tomas Vokoun,FLA,G,63,23,28,11,Karlovy Vary,CZE,1976-07-02,,226.0,9.0,1994.0,19961997,73,N,Vokoun,CZE,R,7,,210
8460806,Dwayne Roloson,NYI,G,50,23,18,7,Simcoe,CAN,1969-10-12,ON,,,,19961997,73,N,Roloson,CAN,L,1,,170
8460612,Marty Turco,DAL,G,53,22,20,11,Sault Ste. Marie,CAN,1975-08-13,ON,124.0,5.0,1994.0,20002001,71,N,Turco,CAN,L,4,,184
8471695,Tuukka Rask,BOS,G,45,22,12,5,Savonlinna,FIN,1987-03-10,,21.0,1.0,2005.0,20072008,75,N,Rask,FIN,L,5,,176
8460704,Johan Hedberg,ATL,G,47,21,16,6,Leksand,SWE,1973-05-05,,218.0,9.0,1994.0,20002001,72,N,Hedberg,SWE,L,3,,190
